CASRN,Substance name,HSNO code,HSNO classification text,GHS translation,Key study
_v1_1336-21-6,"Ammonia, >10-35% aqueous solution",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"SPECIES: Coho salmon
TYPE OF EXPOSURE: Flow through
DURATION: 96 hr
ENDPOINT: LC50
VALUE: 0.45 mg/l
REFERENCE SOURCE: Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983. 195]**PEER REVIEWED** [HSDB]


Bioccumulative: No
 LogKow Estimated Log P: -2.66 
KowWin (LogKow) Log P Calculation:
[KoWWiN]
Rapidly Degradable: Yes
Ammonia dissolves readily in water where it forms, and is in equilibrium with, ammonium ions (NH4+).
Concentrations of ammonia that are toxic for aquatic animals are generally expressed as non-ionized ammonia (NH3), because, in the environment NH3 and not the ammonium ion
(NH4+) has been demonstrated to be the principal toxic form of ammonia.
Reference: Environmental Health Criteria 54, World Health Organisation, Geneva (1986).
[IUCLID 2000]"
_v1_1336-21-6,"Ammonia, >10-35% aqueous solution",9.3C,Harmful to terrestrial vertebrates,,"
SPECIES: Rat
ENDPOINT: LD50
VALUE: 350 - 370 mg/kg
REFERENCE SOURCE: ITACA, S.A. POBLA TORNESA. [IUCLID 2000]

REMARK: Mixture rules: (Assuming 350 mg/kg for pure substance - if it is for a solution the tox will be even lower.)
35/350 = 100/LD50 mix
thus LD50 mix = 1000 mg/kg 
"
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"
SPECIES: Rat
ENDPOINT: LD50
VALUE: 350 - 370 mg/kg
REFERENCE SOURCE: ITACA, S.A. POBLA TORNESA. [IUCLID 2000]

REMARK: Mixture rules: (Assuming 350 mg/kg for pure substance - if it is for a solution the tox will be even lower.)
50/350 = 100/LD50 mix
thus LD50 mix = 700 mg/kg 

"
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,"
R-PHRASE: R 34 Causes burns. [IUCLID 2000]
"
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"
SPECIES: Human
RESULT: Concentrated solutions of ammonium hydroxide may cause permanent eye damage.
REFERENCE SOURCE: BIBRA working group. TA:Toxicity profile. BIBRA Toxicology International PG:6 p YR:1995 IP: VI: 
 [TOXLINE]

"
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"SPECIES: Daphnia magna
TYPE OF EXPOSURE:
DURATION: 48 hr
ENDPOINT: LC50
VALUE: 0.66 mg/l
REFERENCE SOURCE: [Environment Canada; Tech Info for Problem Spills: Ammonia (Draft) p.86 (1983)]**PEER REVIEWED** [HSDB]


Bioccumulative: No

Rapidly Degradable: Yes
"
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"SPECIES: Coho salmon
TYPE OF EXPOSURE: Flow through
DURATION: 96 hr
ENDPOINT: LC50
VALUE: 0.45 mg/l
REFERENCE SOURCE: Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983. 195]**PEER REVIEWED** [HSDB]



Bioccumulative: No

Rapidly Degradable: Yes
"
_v2_1336-21-6,"Ammonia, >35-50% aqueous solution",9.3B,Ecotoxic to terrestrial vertebrates,,"
SPECIES: Rat
ENDPOINT: LD50
VALUE: 350 - 370 mg/kg
REFERENCE SOURCE: ITACA, S.A. POBLA TORNESA. [IUCLID 2000]

REMARK: Mixture rules: (Assuming 350 mg/kg for pure substance - if it is for a solution the tox will be even lower.)
50/350 = 100/LD50 mix
thus LD50 mix = 700 mg/kg "
_v3_1336-21-6,"Ammonia, >50% aqueous solution",2.1.1B,Flammable Gases: medium hazard,GHS: Flammable gases - Category 2,"UN Number: 3318 , UN Class: 2.3;8
Upper Flammability Limit :                    % vol in air
Lower Flammability Limit :                    % vol in air
"
_v3_1336-21-6,"Ammonia, >50% aqueous solution",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"
ENDPOINT: LD50
VALUE: 350 - 370 mg/kg
REFERENCE SOURCE: ITACA, S.A. POBLA TORNESA. [IUCLID 2000]

"
_v3_1336-21-6,"Ammonia, >50% aqueous solution",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,
_v3_1336-21-6,"Ammonia, >50% aqueous solution",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,"
R-PHRASE: R 34 Causes burns. [IUCLID 2000]



"
_v3_1336-21-6,"Ammonia, >50% aqueous solution",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"
SPECIES: Human
RESULT: Concentrated solutions of ammonium hydroxide may cause permanent eye damage.
REFERENCE SOURCE: BIBRA working group. TA:Toxicity profile. BIBRA Toxicology International PG:6 p YR:1995 IP: VI: [TOXLINE]
"
_v3_1336-21-6,"Ammonia, >50% aqueous solution",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"SPECIES: Daphnia magna
TYPE OF EXPOSURE:
DURATION: 48 hr
ENDPOINT: LC50
VALUE: 0.66 mg/l
REFERENCE SOURCE: Environment Canada; Tech Info for Problem Spills: Ammonia (Draft) p.86 (1983)]**PEER REVIEWED** [HSDB]


Bioccumulative: No

Rapidly Degradable: Yes
"
_v3_1336-21-6,"Ammonia, >50% aqueous solution",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"SPECIES: Coho salmon
TYPE OF EXPOSURE: Flow through
DURATION: 96 hr
ENDPOINT: LC50
VALUE: 0.45 mg/l
REFERENCE SOURCE: Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983. 195]**PEER REVIEWED** [HSDB]



Bioccumulative: No

Rapidly Degradable: Yes
"
_v3_1336-21-6,"Ammonia, >50% aqueous solution",9.3B,Ecotoxic to terrestrial vertebrates,,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 350 - 370 mg/kg
REFERENCE SOURCE: ITACA, S.A. POBLA TORNESA. [IUCLID 2000]

"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4,"Flashpoint Value :82 °C 
Test Method :Closed cup
Boiling Point :19? °C"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",5.2E,Organic peroxides: type E,GHS: Organic peroxides - Type E,"UN Number: 3107 , UN Class: 5.2"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4,"Inhalation Form:dust/mist<br/> 
SPECIES: Mouse
ENDPOINT: LC50
VALUE: 170 ppm (= 2.57 mg/l)
INHALATION FORM: Dust/ mist
REFERENCE SOURCE: American Conference of Governmental Industrial Hygienists. Documentation of the Threshold Limit Values and Biological Exposure Indices. 5th ed. Cincinnati, OH:American Conference of Governmental Industrial Hygienists, 1986. 396]**PEER REVIEWED**
[HSDB]

REMARK: 170 ppm/1000  x 176.24/24.45 = 1.23 mg/L. DMP LC50 = 9.3 mg/L, MEK LC50 = 32 mg/L. Using the mixture rules as no data for mixture (calculated with the highest concentration of MEKP as that is the most toxic component): 100/ LC50 mix = 40/1.23 + 60/9.3 + 0/32 = 38.95  (used these percentages as they give the worst case for toxicity) thus LC50mix = 2.57 mg/L.

"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"SPECIES: 
ENDPOINT: LD50
VALUE: 681 mg/kg
REFERENCE SOURCE: [PATTYS]
"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,"
SPECIES:
RESULT: Corrosive to skin and mucous membrane.
REFERENCE SOURCE: Gosselin, R.E., R.P. Smith, H.C. Hodge. Clinical Toxicology of Commercial Products. 5th ed. Baltimore: Williams and Wilkins, 1984.,p. II-108]**PEER REVIEWED**
[HSDB]

"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"
SPECIES: Rabbit
RESULT: Severe (graded 6 on a scale of 0 to 7)
REFERENCE SOURCE: [QC Reviewed] Grant, W.M. Toxicology of the Eye. 3rd ed.  Springfield, IL: Charles C. Thomas Publisher, 1986. 618. [HSDB] 

"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"SPECIES: Fish [SRC]
TYPE OF EXPOSURE:
DURATION: 96 hr
ENDPOINT: LC50
VALUE: 0.142 mg/l
REFERENCE SOURCE: [ECOSAR]

REMARK: Ecosar Class: Peroxy Acids


Bioccumulative: No
An estimated BCF of 13 was calculated for the 2-butanone peroxide mixture(SRC), using an estimated log Kow of 2(1) and a regression-derived equation(2). According to a classification scheme(3), this BCF suggests the potential for bioconcentration in aquatic organisms is low. Chemical degradation is expected to be the dominant fate process in water because of reaction with organic matter and therefore, it is doubtful that un-reacted 2-butanone peroxide would be biologically available(SRC). 
[(1) Meylan WM, Howard PH; J Pharm Sci 84: 83-92 (1995) (2) Meylan WM et al; Environ Toxicol Chem 18: 664-72 (1999) (3) Franke C et al; Chemosphere 29: 1501-14 (1994)]**PEER REVIEWED**
[HSDB]
Rapidly Degradable: No
AQUATIC FATE: 2-Butanone peroxide is a mixture dimers (50%), trimers (25%), and monomer peroxy compounds(8). Based on a classification scheme(1), an estimated Koc range of 10 to 11,000(SRC), determined from an estimation method(2), indicates that some portions of 2-butanone peroxide mixture are not expected to adsorb to suspended solids and sediment(SRC), other portions of the mixture are expected to adsorb strongly. 2-Butanone peroxide may react with organic materials in water expected(3) based upon estimated Henrys Law constants ranging between 1X10-10 and 2X10-8 atm-cu m/mole(SRC), developed using a fragment constant estimation method(4). According to a classification scheme(5), an estimated BCF of 13(SRC), from an estimated log Kow of 2(6) and a regression-derived equation(7), suggests the potential for bioconcentration in aquatic organisms is low. 
[(1) Swann RL et al; Res Rev 85: 17-28 (1983) (2) Meylan WM et al; Environ Sci Technol 26: 1560-67 (1992) (3) Lyman WJ et al; Handbook of Chemical Property Estimation Methods. Washington, DC: Amer Chem Soc pp. 4-9, 15-1 to 15-29 (1990) (4) Meylan WM, Howard PH; Environ Toxicol Chem 10: 1283-93 (1991) (5) Franke C et al; Chemosphere 29: 1501-14 (1994) (6) Meylan WM, Howard PH; J Pharm Sci 84: 83-92 (1995) (7) Meylan WM et al; Environ Toxicol Chem 18: 664-72 (1999) (8) Ashford RD; Ashfords Dictionary of Industrial Chemicals. London, England: Wavelength Publ, Ltd p. 583 (1994)]**PEER REVIEWED**
[HSDB]"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3,"SPECIES: Daphnids
TYPE OF EXPOSURE:
DURATION: 48 hr
ENDPOINT: LC50 (Mortality)
VALUE: Log 48-h LC50 (mM/L) = -0.717 -0.417 log Kow = 69.9 mg/l
REFERENCE SOURCE: [ECOSAR]

Bioccumulative: No
An estimated BCF of 13 was calculated for the 2-butanone peroxide mixture(SRC), using an estimated log Kow of 2(1) and a regression-derived equation(2). According to a classification scheme(3), this BCF suggests the potential for bioconcentration in aquatic organisms is low. Chemical degradation is expected to be the dominant fate process in water because of reaction with organic matter and therefore, it is doubtful that un-reacted 2-butanone peroxide would be biologically available(SRC). 
[(1) Meylan WM, Howard PH; J Pharm Sci 84: 83-92 (1995) (2) Meylan WM et al; Environ Toxicol Chem 18: 664-72 (1999) (3) Franke C et al; Chemosphere 29: 1501-14 (1994)]**PEER REVIEWED**
[HSDB]
Rapidly Degradable: No
AQUATIC FATE: 2-Butanone peroxide is a mixture dimers (50%), trimers (25%), and monomer peroxy compounds(8). Based on a classification scheme(1), an estimated Koc range of 10 to 11,000(SRC), determined from an estimation method(2), indicates that some portions of 2-butanone peroxide mixture are not expected to adsorb to suspended solids and sediment(SRC), other portions of the mixture are expected to adsorb strongly. 2-Butanone peroxide may react with organic materials in water expected(3) based upon estimated Henrys Law constants ranging between 1X10-10 and 2X10-8 atm-cu m/mole(SRC), developed using a fragment constant estimation method(4). According to a classification scheme(5), an estimated BCF of 13(SRC), from an estimated log Kow of 2(6) and a regression-derived equation(7), suggests the potential for bioconcentration in aquatic organisms is low. 
[(1) Swann RL et al; Res Rev 85: 17-28 (1983) (2) Meylan WM et al; Environ Sci Technol 26: 1560-67 (1992) (3) Lyman WJ et al; Handbook of Chemical Property Estimation Methods. Washington, DC: Amer Chem Soc pp. 4-9, 15-1 to 15-29 (1990) (4) Meylan WM, Howard PH; Environ Toxicol Chem 10: 1283-93 (1991) (5) Franke C et al; Chemosphere 29: 1501-14 (1994) (6) Meylan WM, Howard PH; J Pharm Sci 84: 83-92 (1995) (7) Meylan WM et al; Environ Toxicol Chem 18: 664-72 (1999) (8) Ashford RD; Ashfords Dictionary of Industrial Chemicals. London, England: Wavelength Publ, Ltd p. 583 (1994)]**PEER REVIEWED**
[HSDB]"
_v0_1338-23-4,"2-Butanone, peroxide 33-40% in dimethyl phthalate + 1-10% methyl ethyl ketone",9.3C,Harmful to terrestrial vertebrates,,"EXPERT JUDGEMENT: DMP (CAS # 131-11-3) is classified as a 9.3C on LD 50 of 1000 mg/kg. Mixture rules:
 
100/LC50 mix = sum (60/1000 + 40/470) = 0.06 + 0.085
LC50 mix = 690 mg/kg
"
_v0_1341-49-7,"Ammonium hydrogen difluoride, >1 - 3% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R PHRASE: R 34 [Company Data]
"
_v0_1341-49-7,"Ammonium hydrogen difluoride, >1 - 3% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 34 [Company Data]
"
_v1_1341-49-7,"Ammonium hydrogen difluoride, >3 - 5% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,R PHRASE: R 34 [Company Data]for parent. Using mixyure rule 3-5% is a 6.3A
_v1_1341-49-7,"Ammonium hydrogen difluoride, >3 - 5% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,R PHRASE: R 25 [ECB]
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,R PHRASE: R 34 [ECB]
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,R PHRASE: R 34 [ECB]
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [ECB]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [ECB]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [ECB]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1344-08-7,"Sodium polysulphides, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,R PHRASE: R 25 [ECB]
_v0_1344-09-8,"Sodium silicate with a molar ratio SiO2:Na2O = 1.6, >10 - 24% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_1344-09-8,"Sodium silicate with a molar ratio SiO2:Na2O = 1.6, >10 - 24% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1344-09-8,"Sodium silicate with a molar ratio SiO2:Na2O = 1.6, >10 - 24% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1344-81-6,"Calcium polysulfide, >26% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1344-81-6,"Calcium polysulfide, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1344-81-6,"Calcium polysulfide, >26% in a non hazardous diluent",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1344-81-6,"Calcium polysulfide, >26% in a non hazardous diluent",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1344-81-6,"Calcium polysulfide, >26% in a non hazardous diluent",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1344-81-6,"Calcium polysulfide, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,"Classification based on the pure chemical classification and mixture rules. 

"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",9.2D,Slightly harmful in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v0_13463-41-7,"Zinc pyrithione, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_13463-43-9,"Iron (II) sulphate, hydrate, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_13463-43-9,"Iron (II) sulphate, hydrate, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R-PHRASE: R 22. [Company data]
_v0_135-20-6,"Cupferron, >10%  in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,"Classification based on the parent record and mixture rules.
"
_v0_135-20-6,"Cupferron, >10%  in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R PHRASE: R 38 [Company Data]
"
_v0_135-20-6,"Cupferron, >10%  in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_135-20-6,"Cupferron, >10%  in a non hazardous diluent",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1,
_v0_135-20-6,"Cupferron, >10%  in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"R-PHRASE: R 25. [Company data]
"
_v0_13569-65-8,"Rhodium (III) chloride, trihydrate, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_13569-65-8,"Rhodium (III) chloride, trihydrate, >25% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 41 [Company Data]
"
_v0_13569-65-8,"Rhodium (III) chloride, trihydrate, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R-PHRASE: R 22. [Company data]
_v0_137-00-8,"5-(2-Hydroxyethyl)-4-methylthiazole, >1 - 9% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"R PHRASE: R 38 [Company Data]
"
_v0_137-00-8,"5-(2-Hydroxyethyl)-4-methylthiazole, >1 - 9% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_137-05-3,"Methyl 2-cyanoacrylate, >1 - 10% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,R PHRASE: R 38 [ECB]
_v0_137-05-3,"Methyl 2-cyanoacrylate, >1 - 10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,R PHRASE: R 36 [ECB]
_v1_137-05-3,"Methyl 2-cyanoacrylate, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,R PHRASE: R 38 [ECB]
_v1_137-05-3,"Methyl 2-cyanoacrylate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,R PHRASE: R 36 [ECB]
_v0_137-16-6,"Sodium lauroyl sarcosinate, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v0_137-16-6,"Sodium lauroyl sarcosinate, >26% in a non hazardous diluent",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_137-16-6,"Sodium lauroyl sarcosinate, >26% in a non hazardous diluent",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_137-16-6,"Sodium lauroyl sarcosinate, >26% in a non hazardous diluent",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_137-20-2,"Sodium methyl oleoyl taurate, >10 - 26% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_13845-36-8,"Potassium tripolyphosphate, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_13845-36-8,"Potassium tripolyphosphate, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_139-13-9,"Nitrilotriacetic acid, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"R PHRASE: R 22 [Company Data]
"
_v0_139-13-9,"Nitrilotriacetic acid, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_139-13-9,"Nitrilotriacetic acid, >25% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,R PHRASE: R 40 [CHEMWATCH]
_v0_139-13-9,"Nitrilotriacetic acid, >25% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"R PHRASE: R 22 [Company Data]
"
_v0_140-31-8,"2-(1-Piperazinyl) ethylamine, >10 - 24% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,Classification based on the pure chemical classification and mixture rules. 
_v0_140-31-8,"2-(1-Piperazinyl) ethylamine, >10 - 24% in a non hazardous diluent",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5,Classification based on the pure chemical classification and mixture rules. 
_v0_140-31-8,"2-(1-Piperazinyl) ethylamine, >10 - 24% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]
"
_v0_140-31-8,"2-(1-Piperazinyl) ethylamine, >10 - 24% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
