CASRN,Substance name,HSNO code,HSNO classification text,GHS translation,Key study
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1,"                      Contact and Respiratory
Classification based on the pure chemical classification and mixture rules. 
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"                      Contact and Respiratory
Classification based on the pure chemical classification and mixture rules. 
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified from the pure substance and mixture rules"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",9.2A,Very ecotoxic in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v2_111-30-8,"Glutaraldehyde, >25% in a non hazardous diluent",9.3A,Very ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_111-41-1,"2-(2-Aminoethylamino) ethanol, >5% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]
"
_v0_111-41-1,"2-(2-Aminoethylamino) ethanol, >5% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"R PHRASE: R 61 [Company Data]
"
_v0_111-41-1,"2-(2-Aminoethylamino) ethanol, >5% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v0_111-41-1,"2-(2-Aminoethylamino) ethanol, >5% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4,Inhalation Form:<br/> Classification based on mixture rules
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_111-76-2,"Ethylene glycol monobutyl ether, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_111-76-2,"Ethylene glycol monobutyl ether-, >5 - 10% in a non hazardous diluent",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v1_111-76-2,"Ethylene glycol monobutyl ether-, >5 - 10% in a non hazardous diluent",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_111-77-3,"Diethylene glycol monomethyl ether, >1 - 9% in a non hazardous diluent",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_111-77-3,"Diethylene glycol monomethyl ether, >1 - 9% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_111-77-3,"Diethylene glycol monomethyl ether, >1 - 9% in a non hazardous diluent",6.9B (dermal),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
Based on parent record and mixture rules"
_v1_111-77-3,"Diethylene glycol monomethyl ether, >26% in a non hazardous diluent",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v1_111-77-3,"Diethylene glycol monomethyl ether, >26% in a non hazardous diluent",6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4,"Classification based on the parent record and mixture rules.
"
_v1_111-77-3,"Diethylene glycol monomethyl ether, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_111-77-3,"Diethylene glycol monomethyl ether, >26% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_111-77-3,"Diethylene glycol monomethyl ether, >26% in a non hazardous diluent",6.9B (dermal),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v1_111-77-3,"Diethylene glycol monomethyl ether, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_112-02-7,"Cetrimonium chloride, >25% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_112-34-5,"Butyl carbitol, >1 - 10% in a non hazardous diluent",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
"
_v0_112-34-5,"Butyl carbitol, >1 - 10% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
"
_v0_112-77-6,"Oleoyl chloride, >5% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v0_112-77-6,"Oleoyl chloride, >5% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_112-80-1,"Oleic acid, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_112-80-1,"Oleic acid, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_117-81-7,"Di-s-octyl phthalate, >1 - 25% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_117-81-7,"Di-s-octyl phthalate, >1 - 25% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v1_117-81-7,"Di-s-octyl phthalate, >26% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_117-81-7,"Di-s-octyl phthalate, >26% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v1_117-81-7,"Di-s-octyl phthalate, >26% in a non hazardous diluent",9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_117-81-7,"Di-s-octyl phthalate, >26% in a non hazardous diluent",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_117-81-7,"Di-s-octyl phthalate, >26% in a non hazardous diluent",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_119-84-6,"Dihydrocoumarin, >1 - 9% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]
"
_v1_12125-02-9,"Ammonium chloride, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v1_12125-02-9,"Ammonium chloride, >26% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,Classification based on the pure chemical classification and mixture rules. 
_v1_12125-02-9,"Ammonium chloride, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v1_12125-02-9,"Ammonium chloride, >26% in a non hazardous diluent",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,
_v1_12125-02-9,"Ammonium chloride, >26% in a non hazardous diluent",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3,"Classification based on parent record and mixture rules. 
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_12125-02-9,"Ammonium chloride, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,Classification based on the pure chemical classification and mixture rules. 
_v0_122-20-3,"Triisopropanolamine, >50% in a non hazardous diluent",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v0_122-20-3,"Triisopropanolamine, >50% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_122-20-3,"Triisopropanolamine, >50% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_122-20-3,"Triisopropanolamine, >50% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_122-20-3,"Triisopropanolamine, >50% in a non hazardous diluent",9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_12224-98-5,"C.I. Pigment red 81, >1% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
Based on parent record (CAS 12224-98-5) and mixture rules"
_v0_12259-92-6,"Ammonium polysulphide, >5% in a non hazardous diluent",4.2A,Spontaneously Combustible Substances: pyrophoric substances: high hazard,GHS: Pyrophoric substances - Category 1,
_v0_12259-92-6,"Ammonium polysulphide, >5% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v0_12259-92-6,"Ammonium polysulphide, >5% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_123-35-3,"Myrcene, >25% in a non hazardous diluent",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_123-42-2,"Diacetone, >10 - 79% in a non hazardous diluent",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_123-42-2,"Diacetone, >10 - 79% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_123-42-2,"Diacetone, >10 - 79% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_123-42-2,"Diacetone, >79% in a non hazardous diluent",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v1_123-42-2,"Diacetone, >79% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v1_123-42-2,"Diacetone, >79% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_123-42-2,"Diacetone, >79% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_123-99-9,"Azelaic acid, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_124-07-2,"Octanoic acid, >10 - 25% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_124-07-2,"Octanoic acid, >10 - 25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_12656-57-4,"C.I. Pigment orange 20, >1% in a non hazardous diluent",6.1C (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 3,"Inhalation Form:<br/> R PHRASE: R 23 [CHEMWATCH]
"
_v0_12656-57-4,"C.I. Pigment orange 20, >1% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,"R PHRASE: R 25 [CHEMWATCH]
"
_v0_12656-57-4,"C.I. Pigment orange 20, >1% in a non hazardous diluent",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1,"R PHRASE: R 45 [CHEMWATCH]
"
_v0_12656-57-4,"C.I. Pigment orange 20, >1% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
R PHRASE: R 33 [CHEMWATCH]
"
_v0_12656-85-8,"C.I. Pigment red 104, >26% in a non hazardous diluent",6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2,
_v0_12656-85-8,"C.I. Pigment red 104, >26% in a non hazardous diluent",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1,
_v0_12656-85-8,"C.I. Pigment red 104, >26% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,
_v0_12656-85-8,"C.I. Pigment red 104, >26% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_12656-85-8,"C.I. Pigment red 104, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_127-17-3,"Pyruvic acid, >5% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v1_127-17-3,"Pyruvic acid, >5% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_127-68-4,"3-Nitrobenzenesulphonic acid sodium salt, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_127-68-4,"3-Nitrobenzenesulphonic acid sodium salt, >10% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]
"
_v0_1300-72-7,"Benzenesulphonic acid, dimethyl-, sodium salt, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_1300-72-7,"Benzenesulphonic acid, dimethyl-, sodium salt, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1300-72-7,"Benzenesulphonic acid, dimethyl-, sodium salt, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2,"Classification based on the parent record and mixture rules.
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
REMARK: Classification based on the pure substances, mixture rules & point estimates."
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_1303-28-2,"Arsenic oxide, >26% in a non hazardous diluent",9.3A,Very ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_1305-62-0,"Calcium hydroxide, >5 - 25% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_1305-62-0,"Calcium hydroxide, >5 - 25% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,R PHRASE: R 22 [ECB]
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,R PHRASE: R 40 [ECB]
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R 48/23 [ECB]"
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R 48/25 [ECB]"
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"R PHRASE: R 53 [ECB]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"R PHRASE: R 53 [ECB]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"R PHRASE: R 53 [ECB]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_1306-23-6,"Cadmium sulphide, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R PHRASE: R 22 [ECB]
_v0_1308-06-1,"Cobalt oxide, >1% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,R PHRASE: R 43 [Company Data]
_v0_1308-06-1,"Cobalt oxide, >1% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,R PHRASE: R 40 [Company Data]
_v0_1309-42-8,"Magnesium hydroxide, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_1309-60-0,"Lead (IV) oxide, >25 - 99% in a non hazardous diluent",5.1.1C,Oxidising substances that are liquids or solids: low hazard,GHS: Oxidizing liquids/solids - Category 3,
_v0_1309-60-0,"Lead (IV) oxide, >25 - 99% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,"Classification based on the parent record and mixture rules.
"
_v0_1309-60-0,"Lead (IV) oxide, >25 - 99% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
