CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
13765-19-0,Calcium chromate,Acute toxicity (oral) - Category 3,,,,"Based on the rat LD50 (oral route) value of 108mg/kg representing the lower of the two testing data, 108mg/kg and 249mg/kg (ATSDR (2000)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
139-13-9,nitrilotriacetic acid,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Since rat LD50s were 1100mg/kg(RTECS, 2005), 1100 to 1470 mg/kg (CERI Hazard Data (2002)), 1470mg/kg(BUA(1986)), and SITTIG (4th, 2002) ,and any LD50 was within the scope of Category 4, it was set as Category 4.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
139-65-1,"4,4'-thiodianiline",Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 1100 mg/kg
REFERENCE SOURCE: DFGOTvol.4 (1992)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
13963-58-1,tripotassium hexacyanocobaltate,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"SPECIES: Mouse
ENDPOINT: LD50
VALUE: 1529mg/kg
REFERENCE SOURCE: RTECS(2003)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
140-11-4,Benxyl acetate,Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 2490 mg/kg
REFERENCE SOURCE: ACGIH (2001)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
140-56-7,Fenaminosulf,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the LD50 value of 60mg/kg (HSDB, 2003; RTECS, 2003) in the oral administration test using female rats and rats, the substance was classified as Category 3.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
140-88-5,Ethyl acrylate,Acute toxicity (oral) - Category 4,,,,"Based on the LD50 value of 667mg/kg calculated from the testing data of rat LD50 (oral route) of 1,000 mg/kg (ECETOC JACC28 (1994)), 550 mg/kg (ECETOC JACC28 (1994)), 1,020mg/kg (ACGIH 7th, 2001) and 1,799mg/kg (MOE Risk Assessment vol.2 (2003)).
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-32-2,Butyl acrylate,Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"It was set as Category 5 based on LD50= 4349mg/kg calculated according by the technological guideline using 14 test results of rat LD50 (SIDS (2002), ECETOC JACC 27 (1994)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-43-5,2-Aminoethanol,Acute toxicity (oral) - Category 5,,,,"Based on the rat LD50 (oral route) of 3,320mg/kg (ACGIH (7th, 2001)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-66-2,(E)-3-(dimethylamino)-1-methyl-3-oxoprop-1-enyl dimethyl phosphate,Acute toxicity (oral) - Category 2,Skull and crossbones,Danger,Fatal if swallowed,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 16 mg/kg
REFERENCE SOURCE: ACGIH (2002)","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-79-7,"3-Penten-2-one, 4-methyl-   (Mesityl oxide)",Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"It was set as Category 4 based on LD50= 710.8mg/kg calculated by rat three data (ACGIH (2001), PATTY(5th, 2001) vol.6).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
142-04-1,anilinium chloride,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Because the LD50 in rats was 840mg/kg (RTECS (2004)), the substance was classified as Category 4.

[Note] Since there may be information about aniline instead of aniline hydrochloride, also refer to aniline (ID_No. 0007, CAS_No. 62-53-3) for the following items related to health hazards.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
142-64-3,piperazine dihydrochloride,Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"Category 5 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: :4900mg/kg; REFERENCE SOURCE: ACGIH 7th, 2001)","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
14220-17-8,dipotassium tetracyanoniccolate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"SPECIES: Mouse
ENDPOINT: LD50
VALUE: 275mg/kg
REFERENCE SOURCE: RTECS(2004)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
143-33-9,Sodium cyanide,Acute toxicity (oral) - Category 2,,,,Based on the testing data of rat LD50 (oral route) of 0.117mmol/kg (equivalent to 5.733 mg/kg NaCN).,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
144-49-0,fluoroacetic acid,Acute toxicity (oral) - Category 1,Skull and crossbones,Danger,Fatal if swallowed,"Category 1 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: 4.7mg/kg; REFERENCE SOURCE: SITTIG (4th, 2002), RTECS(1997)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
144-54-7,N-methyldithiocarbamic acid,Acute toxicity (oral) - Category 4,,,,"Based on the rat LD50 (oral route) value of 706mg/kg (Agricultural Chemical Registration Data (1984)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
144-62-7,Oxalic acid,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Although three rat LD50 values are reported (475mg/kg, 375 mg/kg, 7.5 g/kg: PATTY (5th, 2001)), two higher toxicicity values were adopted and they were set as Category 4.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
145-73-3,endothal,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Because the oral LD50 in rats was 248mg/kg (Agricultural Chemical Registration Data (1994)), the substance was classified as Category 3.

[Note] All the test data regarding health hazards were obtained from tests using the disodium salt preparation of this substance. For the GHS classification, we classified the substance as a disodium salt preparation.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1461-22-9,Tributyltin chloride,Acute toxicity (oral) - Category 3,,,,"Based on the rat LD50 (oral route) of 122mg/kg representing the lower of the two testing data, 122mg/kg (EHC 116 (1990)) and 129mg/kg (EHC 116 (1990)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1477-55-0,m-Phenylene-bis(methylamine),Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Calculated based on the following data: Rat LD50 value: 930mg/kg (ACGIH 7th, 2001),  660mg/kg (ACGIH 7th, 2001) and 980mg/kg (SIDS, 2001). Since the calculated values was 693mg/kg, it was classified to category 4.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
148-01-6,dinitolmide,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Category 4 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: :560mg/kg; REFERENCE SOURCE: ACGIH 7th, 2001)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
150-76-5,"Phenol, 4-methoxy-",Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 1600 mg/kg
REFERENCE SOURCE: ACGIH 7th (2001), PATTY (4th, 1994)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
151-21-3,Sodium dodecan-1-yl sulfate,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"From a description of lower value of 1,200 mg/kg among LD50 value of 1,200 mg/kg (SIDS (1991)) and 2,730 mg/kg (EHC 169 (1996)) in the oral administration test employing rats, it was classified into Category 4. ",2009.3.31
151-50-8,Potassium cyanide,Acute toxicity (oral) - Category 2,,,,"Based on the rat LD50 (oral route) value of 10mg/kg representing the lower of the two testing data, 10mg/kg and 7.49 mg/kg (CICAD 61 (2004)).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
151-56-4,Aziridine,Acute toxicity (oral) - Category 2,Skull and crossbones,Danger,Fatal if swallowed,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 15 mg/kg
REFERENCE SOURCE: CERI Hazard Data (2002), PATTY(5th, 2001)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
152-16-9,schradan,Acute toxicity (oral) - Category 1,Skull and crossbones,Danger,Fatal if swallowed,There were two LD 50 value for rats of 5mg/kg (RTECS(2002)) and 13.5mg/kg (HSDB(2003)). The 5mg/kg which is higher toxicity was adopted and classified as category 1.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
15263-52-2,cartap hydrochloride,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Based on the LD50 = 325mg/kg in rats from Agricultural Chemical Registration Data (1994), the substance was classified as Category 4.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
155569-91-8,Emamectin benzoate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Of the rat LD50 values obtained from the 2 oral toxicity tests, based on the lower value: LD50 = 63mg/kg (Agricultural Chemical Registration Data), we classified the substance as Category 3.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-43-4,p-Phenetidine,Acute toxicity (oral) - Category 4,,,,"Based on the rat LD50 (oral route) value of 540mg/kg representing the lower of the two testing data,  540mg/kg and 580mg/kg (CERI Hazard Data 2000-25 (2001)).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-60-5,"trans-1,2-Dichloroethylene",Acute toxicity (oral) - Category 4,,,,"Based on the LD50 value of 1,392mg/kg calculated from the testing data of rat LD50 (oral route) of 1,235mg/kg (MOE Risk Assessment vol. 2 (2003)), 1,275mg/kg (ACGIH (7th, 2001)), 7,900mg/kg (ATSDR (1997)) and 10,000mg/kg (ATSDR (1997)).
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-62-7,"Cyanamide, calcium salt (1:1)",Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed, It was set as Category 4based on the lower value (403mg/kg). This lower value were adopted from LD50 value of 1958mg/kg (4300mg/kg/purity 45.54%) and 403 mg/kg (700mg/kg/purity 45.54%) converted 100% of sample purity of the oral administration examination using rats (Agricultural Chemical Registration Data (2000))..,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1563-66-2,Carbofuran,Acute toxicity (oral) - Category 1,Skull and crossbones,Danger,Fatal if swallowed,Category 1 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: :5mg/kg; REFERENCE SOURCE: ACGIH (2004),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1582-09-8,"alpha,alpha,alpha-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine",Acute toxicity (oral) - Category 5,,,,"Based on the rat LD50 (oral route) value of 2,517mg/kg (Agricultural Chemical Registration Data (1989)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1587-41-3,Dichlorodinitromethane,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Category 4 based on SPECIES: Mouse; ENDPOINT: LD50; VALUE: 156 mg/kg;   REFERENCE SOURCE: Guidance of poison deleterious substance handling, JijiPress Ltd. Latest ed. (2001)","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
15972-60-8,"2-chloro-2',6'-diethyl-N-(methoxymethyl)acetanilide",Acute toxicity (oral) - Category 4,,,,"Based on the rat LD50 (oral route) value of 1,150mg/kg (Agricultural Chemical Registration Data (1998)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1600-27-7,Mercury diacetate,Acute toxicity (oral) - Category 2,,,,Based on the rat LD50 (oral route) value of 41mg/kg (RTECS (2005)).,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
160430-64-8,N1-[(6-Chloro-3-pyridyl)methyl]-N2-cyano-N1-methylacetamidine,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"In two Acute Oral Toxicity tests in rats, we compared the LD50 values for male and female rats. Then for the lower of these groups we compared the LD50 values between the two tests, and selected the lower of the two. Based on the value LD50 = 146mg/kg (Agricultural Chemical Registration Data), which was the lower value of the data from the two tests, the substance was classified as Category 3.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
16219-75-3,"2-Norbornene, 5-ethylidene-",Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"It was set as Category 5 based on LD50=2276 mg/kg calculated by LD50 value of 4 examination of the oral administration in rats of SIDS (2004), ACGIH (2001), and PATTY (5th, 2001).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1634-04-4,Methyl t-butyl ether,Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"Rat LD50 value: 4000mg/kg (MOE Risk Assessment the 4th volume, 2005, DFGOT vol.17, 2002, EU-RAR, 2002), 3800mg/kg (EHC 206. 1998, DFGOT vol.17, 2002, EU-RAR, 2002), 3866mg/kg (EHC 206, 1998, ATSDR, 1996, EU-RAR, 2002), 2963mg/kg (IARC 73, 1999, ACGIH, 2002) and > 2000mg/kg (EU-RAR, 2002). Based on the data above, it was classified to category 5.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16595-80-5,levamisole hydrochloride,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the oral LD50 = 180mg/kg in rats (RTECS(1997)), the substance was classified as Category 3.

[Note] This substance is the chloride salt of (S)-2,3,5,6-Tetrahydro-6-phenylimidazo [2,1-b] thiazole (ID1288, CAS: 6649-23-6). Also refer to ID 1288 for the health hazards.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
16721-80-5,Sodium sulfide,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Rat LD50 value=96mg/kg, 115mg/kg and 200mg/kg (IUCLID(2000)). Calculated based on the data above. However, the calculation value was lower than the lowest value of the above data,  the lowest value was adopted to classify as category 3.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
16752-77-5,Methomyl,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"SPECIES: Rat (male)
ENDPOINT: LD50
VALUE: 51 mg/kg
REFERENCE SOURCE: Agricultural Chemicals abstracts","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16871-71-9,zinc hexafluorosilicate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Although there is no data with rats, the substance was classified as Category 3 based on the LD50 value of 100mg/kg (HSDB, 2003) in the oral administration study using guinea pigs (rodents).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
16871-90-2,Dipotassium hexafluorosilicate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,Category 3 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: 156mg/kg; REFERENCE SOURCE: RTECS (1998),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
16872-11-0,"Borate(1-), tetrafluoro-, hydrogen",Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the LD50 values in rats of 100mg/kg (RTECS, 2004) and 239mg/kg (in the purity of 100%)) [464mg/kg (51.5%)] (IUCLID, 2000), we adopted the lower value to classify the substance as Category 3.","Jun. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
16893-85-9,"Silicate(2-), hexafluoro-, disodium",Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the LD50 = 125mg/kg in the oral administration tests with rats (RTECS, 2003; IUCLID, 2000; HSDB, 2003), the substance was classified as Category 3.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
16919-19-0,ammonium hexafluorosilicate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,Category 3 based on SPECIES: Mouse; ENDPOINT: LD50; VALUE: 70mg/kg; REFERENCE SOURCE: RTECS (2003),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
16961-83-4,Hexafluorosilicic acid,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Category 4 based on SPECIES: Rat; ENDPOINT: LD50; VALUE:  430 mg/kg;  REFERENCE SOURCE: RTECS(2000), HSDB(2004)","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
17090-79-8,monensin,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the LD50 = 100mg/kg in the oral administration tests with rats (HSDB, 2002; RTECS, 2005), the substance was classified as Category 3.

[Note] Also refer to ID No.1370, monensin sodium (CAS No.22373-78-0) for the health hazards.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
17109-49-8,"O-Ethyl S,S-diphenyl phosphorodithioate; Edifenphos; EDDP",Acute toxicity (oral) - Category 3,,,,Based on the rat LD50 (oral route) value of 100mg/kg (HSDB (2006) and RTECS (2006)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
17125-80-3,barium hexafluorosilicate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,Category 3 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: 175mg/kg; REFERENCE SOURCE: EHC 107 (1990); RTECS (2004),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
17194-00-2,Barium hydroxide,Acute toxicity (oral) - Category 4,,,,Based on the rat LD50 (oral route) value of 308mg/kg (RTECS (2006)).,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
17420-30-3,2-Amino-5-nitrobenzonitrile,Acute toxicity (oral) - Category 5,,,,"Based on the rat LD50 (oral route) value of 3,884mg/kg (RTECS (2006)).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1746-01-6,"2,3,7,8-tetrachlorodibenzo[b,e][1,4]dioxin",Acute toxicity (oral) - Category 1,Skull and crossbones,Danger,Fatal if swallowed,"It was set as Category 1 based on rat LD50 values: 0.022mg/kg (PATTY 4th, 1994, IARC 69, 1997, NTP TR209, 1982, ATSDR, 1998), 0.013mg/kg (IARC 69, 1997), 0.043mg/kg (IARC 69, 1997, ATSDR, 1998), 0.34mg/kg (IARC 69, 1997), 0.100mg/kg (NTP TR209, 1982), 0.190mg/kg (NTP TR209, 1982), 0.125mg/kg (NTP TR209, 1982, ATSDR, 1998), 0.060mg/kg (ATSDR, 1998), and 0.164mg/kg (ATSDR, 1998).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1763-23-1,Perfluoro(octane-1-sulfonic acid),Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,It was classified into Category 3 from LD50 value 154 mg/kg of oral administration test employing a rat (6th volume (2008) of the MOE Risk Assessment). ,2009.3.31
17702-41-9,decaborane(14),Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Category 3 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: (64mg/kg; ) REFERENCE SOURCE: ACGIH, 7th (2001)","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
17756-81-9,2-chloro-N-(2-cyanoethyl)acetamide,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,Category 4 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: 410 mg/kg;  REFERENCE SOURCE: RTECS(1996),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
18809-57-9,4-(Ethylthio)phenyl N-methylcarbamate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"SPECIES: Mouse
ENDPOINT: LD50
VALUE: 190 mg/kg
REFERENCE SOURCE: RTECS(1996)","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
18854-01-8,"O,O-Diethyl O-5-phenyl-3-isoxazolyl phosphorothioate; Isoxathion",Acute toxicity (oral) - Category 3,,,,Based on the rat LD50 (oral route) value of 180mg/L (Agricultural Chemical Registration Data (1992)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
18972-56-0,manganese borofluoride hexahydrate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Although there is no data with rats, the substance was classified as Category 3 based on the LD50 value: 200mg /kg (RTECS, 1997) in the oral administration study using guinea pigs (rodents).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
18984-32-2,"bis(methyldithiocarbamato-S,S')zinc",Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the LD50 = 160mg/kg in the oral administration test with mice (Dokubutu Gekibutu Toriatukai no Tebiki (Handbook for Handling Poisonous and Deleterious Substances) (Jiji Press Co., 2001)), the substance was classified as Category 3.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1910-42-5,"1,1-Dimethyl-4,4-bipyridinium dichloride",Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,Category 3 based on SPECIES: Rat (male); ENDPOINT: LD50; VALUE: 223mg/kg; REFERENCE SOURCE: Agricultural Chemicals Registration Data(1991),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1912-24-9,Atrazine,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"The higher toxicity (female 3000mg/kg) was adopted among male LD50 = 3520 mg/kg and female 3000 mg/kg of the oral administration examination using a rat (Agricultural Chemical Registration Data, 2002), and it was set as Category 4.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1918-02-1,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-",Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"The higher one of toxicity (LD50=4012 mg/kg)  was adopted among rat oral LD50s= 8.2 g/kg (ACGIH (7th, 2001)) and 4012 mg/kg (RTECS (2004)), and it was set as Category 5.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1929-82-4,2-Chloro-6-(trichloromethyl)pyridine,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,Category 4 based on SPECIES: Rat; ENDPOINT: LD50;VALUE:940 mg/kg;  REFERENCE SOURCE: ACGIH (2001),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
19750-95-9,"N'-(4-chloro-o-tolyl)-N,N-dimethylformamidine monohydrochloride",Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Based on the rat LD50 = 268mg/kg calculated by  the rat oral LD50 data : 305, 325 and 330mg/kg (EHC199 (1998)), 265 and 355mg/kg (JMPR206 (1972)) and 225mg/kg (RTECS (2003)), the substance was classified as Category 3.

* Also refer to the information on N'-(2-Methyl-4-chlorophenyl)-N,N-dimethylfolmamizine (ID1357, CAS: 6164-98-3), which is the base compound of this substance.","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
1983-10-4,"Stannane, tributylfluoro-",Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Because the minimum lethal dose in mice is 320mg/kg (RTECS, 2004),  the LD50 was estimated to be within the Category 4 range (300-2000mg/kg). So the substance was classified as Category 4.","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
2039-87-4,o-chlorostyrene,Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,Category 5 based on SPECIES: Rat; ENDPOINT: LD50; VALUE: 4191mg/kg (3.81 ml/kg); REFERENCE SOURCE: RTECS(2004),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2074-50-2,paraquat-dimethylsulfate,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"Statistics calculation of the data (ACGIH (2001), EHC 39 (1984)) of four examinations was done, and 230.3mg/kg was obtained. It is set as Category 3.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2079-00-7,Blasticidin S,Acute toxicity (oral) - Category 2,Skull and crossbones,Danger,Fatal if swallowed,"based on the LD50 values of 55.9mg/kg (HSDB, 2004) and 16mg/kg (RTECS, 2004) in the oral administration tests, the lower value (16mg/kg) was adopted to classify the substance as Category 2.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
20816-12-0,osmium tetraoxide,Acute toxicity (oral) - Category 3,Skull and crossbones,Danger,Toxic if swallowed,"SPECIES: Mouse
ENDPOINT: LD50
VALUE: 162 mg/g
REFERENCE SOURCE: PATTY(5th, 2001)","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
20859-73-8,aluminium phosphide,Acute toxicity (oral) - Category 2,Skull and crossbones,Danger,Fatal if swallowed,"SPECIES: Rat
ENDPOINT: LD50
VALUE: 11.5mg/kg
REFERENCE SOURCE: PATTY (5th,2001)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2104-64-5,O-Ethyl O-4-nitrophenyl phenylphosphonothioate; EPN,Acute toxicity (oral) - Category 2,,,,Based on the rat LD50 (oral route) value of 24mg/kg (Agricultural Chemical Registration Data (1987)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21041-95-2,Cadmium hydroxide,Acute toxicity (oral) - Category 3,,,,Based on the rat LD50 (oral route) of 300mg/kg (HSDB (1999)).,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21087-64-9,Metribuzin,Acute toxicity (oral) - Category 5,-,Warning,May be harmful if swallowed,"Since rat female LD50 value was 2020mg/kg (Agricultural-Chemicals abstracts), it was set as Category 5.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21109-95-5,Barium sulphide,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Based on the oral LD50 = 375mg/kg and 640mg/kg (IUCLID, 2000), the lower value (375mg/kg) was adopted to classify the substance as Category 4. Meanwhile, it is reported that the Lethal Dose Low in humans is 226mg/kg (IUCLID, 2000).","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
21351-79-1,caesium hydroxide,Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"Since data of 570mg/kg (RTECS (2004)) and 1026mg/kg (ACGIH (2001)) were found in rat LD50, they were set as Category 4.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2155-70-6,Tributyl(methacryloyloxy)stannane,Acute toxicity (oral) - Category 3,,,,Based on the rat LD50 (oral route) value of 160mg/kg (RTECS (2006)).,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
21564-17-0,"2-[(Thiocyanatomethyl)sulfanyl]-1,3-benzothiazole",Acute toxicity (oral) - Category 4,Exclamation mark,Warning,Harmful if swallowed,"From a description of lower value of 750 mg/kg among LD50 value of 750 mg/kg (CERI/NITE Hazard Assessment Report (2008)) and 1,590 mg/kg (HSDB (2003)) in the oral administration test employing rats, it was classified into Category 4. ",2009.3.31
21609-90-5,"O-4-Bromo-2,5-dichlorophenyl O-methyl phenylphosphorothioate",Acute toxicity (oral) - Category 2,Skull and crossbones,Danger,Fatal if swallowed,"Based on the rat LD50 = 31.1mg/kg obtained by statistically processing 8 data in JMPR (WHO Pesticide Residues Series 5, 1975) in the Priority 1 document, the substance was classified as Category 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
