CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
12125-02-9,Ammonium chloride,Specific target organs/systemic toxicity following repeated exposure - Category 1 (systemic toxicity),Health hazard,Danger,Causes damage to organs (systemic toxicity) through prolonged or repeated exposure,"It was classified to as Category 1 (systemic toxicity) based on the statement  that metabolic acidosis was occured in humans (ACGIH (2002)). In addition, although there is no statement of dosage, there is a description that also in a rat, a rabbit, and a dog, osteoporosis is produced by long-term administrations, and the cause is metabolic acidosis (EHC 54 (1986)).","May 24, 2006 (Environmental Hazards: Feb. 20, 2007)"
12174-11-7,Palygorskite,Specific target organs/systemic toxicity following repeated exposure - Category 1(respiratory system),Health Hazard,Danger,Causes damage to organs through prolonged or repeated exposure(respiratory system),"In 12-months inhalation exposure test employing rats, ""hyperplasia of bronchoalveolar was seen. There is a description of ""About 20% of this substance has fiber length longer than 6 mu m.""(MAK/BAT (1993)), and this impact was seen within the range of the guidance value of Category 1. As mentioned above, it was classified into Category 1 (respiratory system). In addition, there is a description that, in the repeated inhalation exposure test of fiber length shorter than 2 mu m, significant effects was not seen. (MAK/BAT (1993)). ",2009.3.31
12185-10-3,Phosphorus (yellow),"Specific target organs/systemic toxicity following repeated exposure - Category 1 (bone, blood)",Health hazard,Danger,"Causes damage to organs (bone, blood) through prolonged or repeated exposure","According to human case reports or epidemiological study,  a necrosis of a jaw part and bony destruction, so-called ""phossy jaw"" is reported (IRIS (1991), PATTY (5th, 2001), ATSDR (1997)) , and the denaturation of the mouth and anemia are also reported (PATTY (5th, 2001), ATSDR (1997)).) Moreover, effects on bone is observed also the animal studies (IRIS (1991).). The effects above were considered to be serious toxicity, it was classified in Category 1 (a bone, hematologic).","Mar. 23, 2006"
122-14-5,Fenitrothion,Specific target organs/systemic toxicity following repeated exposure - Category 1 (nervous system),Health hazard,Danger,Causes damage to organs (nervous system) through prolonged or repeated exposure,"In the six-month feeding oral administration tests using rat and rabbit, and in inhalation exposure test using rat and mouse, since the inhibition of the activity of plasma,  blood cell, and brains cholinesterase was observed by exposure of the guidance value range of Category 1 (all are Agricultural Chemicals abstracts), it was classified into Category 1 (nervous systems).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
122-34-9,"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",Specific target organs/systemic toxicity following repeated exposure - Category 2 (nervous system),,,,Based on the evidence from animal studies including tremors (Agricultural Chemical Registration Data (1989)). These effects were observed at dosing levels within the guidance value ranges for Category 2. ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
122-39-4,Diphenylamine,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (cardiovascular system, blood, bladder) Category 2 (kidneys)",,,,"Based on the human evidence including ""bladder damage, tachycardia, elevated blood pressure and eczema as clinical symptoms of poisoning"" (ACGIH (7th, 2001)), and the evidence from animal studies including ""anemia"" (IRIS (1987)), ""dose-dependent decreases in RBC count/hematocrit, statistically significant at medium to high doses"" (JMPR (1998)), ""renal tubular dilation, reversible anemia; histopathological changes were limited to the urinary organs, associated with interstitial nephritis and cystic dilation of the renal tubules"" (ACGIH (7th, 2001)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 1 (blood) and Category 2 (kidneys).
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
122-60-1,"2,3-Epoxypropyl phenyl ether","Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs, liver)",,,,"Based on the evidence from animal studies including ""respiratory inflammation, hepatocyte necrosis"" (ACGIH (7th, 2001)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 1.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
122008-85-9,butyl (R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,Specific target organs/systemic toxicity following repeated exposure - Category 2 (liver),,,,"Based on the evidence from animal studies including ""increased weights of liver and kidneys, and hepatocellular swelling,"" ""darkening of the liver,"" ""liver swelling,"" and ""hepatocellular swelling"" (Agricultural Chemical Registration Data (1995)). These effects were observed at dosing levels within the guidance value ranges for Category 2.
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
12202-17-4,Lead oxide sulfate  (Pb4O3(SO4)),"Specific target organs/systemic toxicity following repeated exposure - Category 1 (central nervous system, blood, kidneys)",Health hazard,Danger,"Causes damage to organs (central nervous system, blood, kidneys) through prolonged or repeated exposure","Although there was no data of this product, since inorganic lead compounds had effects on central nervous systems, blood, and renal (ACGIH-TLV (2005) of Priority 1 document), it was classified into Category 1 (a central nervous system, blood, kidney).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
12208-13-8,potassium hexahydroxoantimonate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (lung, cardiovascular system)",Health hazard,Danger,"Causes damage to organs (lung, cardiovascular system) through prolonged or repeated exposure","Although there is no this product data, in ACGIH-TLV (2004) of Priority 1 document, it is supposed that it has the influence on lungs and a cardiovascular system by as antimony and its compound. Therefore, it was classified into Category 1 (lungs, cardiovascular systems).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12214-12-9,dicadmium selenide sulphide,Specific target organs/systemic toxicity following repeated exposure - Category 1 (kidneys),Health hazard,Danger,Causes damage to organs (kidneys) through prolonged or repeated exposure,"Although there is no data about this product, , it is supposed that it has effect on the kidney by repeated exposure of cadmium compounds in ACGIH-TLV (2004) of Priority 1 document. It was classified into Category 1(kidney).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12279-90-2,Tetraarsenic tetrasulfide,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (digestive system, nervous system, blood system, cardiovascular system, kidneys, liver, skin, respiratory organs)",Health hazard,Danger,"Causes damage to organs (digestive system, nervous system, blood system, cardiovascular system, kidneys, liver, skin, respiratory organs) through prolonged or repeated exposure","Although the knowledge of this product was not observed, based on the description in the humans about arsenic and inorganic arsenics compounds, ""gastrointestinal disturbances, neuropathy, affect to blood systems, and disorders of cardiovascular systems, kidney and liver were observed in the long term administration of inorganic arsenic. Target organ are gastrointestinal,heart,brains and kidney. The skin, marrow and peripheral nerves were also affected."" (EHC 224 (2001), and PIM(Poisons Information Monographs) G042 (WHO/IPCS, 1996)) and the description of effect on the upper respiratory tract and lungs (ACGIH (7th, 2001)), therefore it was classified into Category 1 (digestive tract, cardiovascular systems, nervous systems, kidney, liver, blood systems, skin, respiratory system) ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-30-8,p-Aminophenol,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (kidneys, blood system)",,,,"Based on the human evidence: ""p-Aminophenol produces nephrotoxicity; induces methemoglobinemia"" (PATTY (4th, 1999)). Also based on the evidence from animal studies including ""dark brown urine was observed; urinalysis revealed an increase in epithelial cells; a band of white colored tissue was present at the corticomedullary junction; basophilic renal tubules were found"" (Report by the Ministry of Health, Labour and Welfare (1997)), ""dose-dependent nephrosis was noted in both sexes at weeks 13 and 27, and in males that had been kept away from the test material at week 7 during the recovery period"" (PATTY (4th, 1999)).

","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Specific target organs/systemic toxicity following repeated exposure - Category 2(liver),Health Hazard,Warning,May cause damage to organs through prolonged or repeated exposure(liver),"About respiratory systems, there is the data from workers who were exposed to the mixture of Hydroquinone, Trimethylhydroquinone, and Retinene-Hydroquinone (EHC). However, within the limits described in SIDS, EHC, Patty's and Hazard Data Collection, there was no data that showed respiratory effects by inhalation exposure to Hydroquinone. Therefore, at the present stage, data is not sufficient for carrying out GHS classification about the repeated exposure on respiratory systems. As for blood system, there is animal test data where ""hematological changes, such as anisocytosis, polychromasia and acidophilic erythroblasts"" were observed within the guidance value ranges of ""Category 1"" (collection of hazard data, EHC). On the other hand, there is a case of human volunteers with no effect on blood (EHC), and this case is adopted in the section of evaluation on the human health risk in EHC. Therefore, although effects on blood system are observed in the study using rats, it can be judged that there is no effect on human blood system and it is considered equivalent to ""Not classified"" on blood system according to GHS classification. As for central nervous system, referring to EHC, the data which has become the rationale for three-minitsry GHS classification was turned out to be the case where ""tremor and decreased activity were observed immediately after administration"". Since this is regarded as the effect due to single exposure, it is considered proper to exclude central nervous system from the target organs for repeated exposure. As for liver, hepatotoxicity is observed in the study using mice within the guidance value ranges of ""Category 2"" and not observed in the study using animals such as rats. Moreover, there is no human case exhibiting hepatotoxicity. However, at present, it is considered proper to be defined as ""Category 2 (liver)"" based on the data on mice. As for kidney, although nephropathy is found in F344 male rats by repeated exposure of this substance, nephropathy is not found in F344 female rats, SD rats, Carworth rats, dogs and mice (Patty's). Moreover, it is indicated in SIDS, EHC, and Patty's that F344 female rats are sensitive to effects on kidney. Therefore, since nephropathy is considered to be a symptom peculiar to F344 male rats, it is considered proper to exclude kidney from the target organs for repeated exposure. From the above, the GHS classification for repetitive exposure is changed from ""Category 1 (respiratory organs, blood system), Category 2 (central nervous system, liver, kidney)."" to ""Category 2 (liver)"". ",39441.0
123-39-7,N-methylformamide,"Specific target organs/systemic toxicity following repeated exposure - Category 1(liver, systemic symptom, respiratory system)",Health Hazard,Danger,"Causes damage to organs through prolonged or repeated exposure(liver, systemic symptom, respiratory system)","Short term exposure has effects on liver (ICSC (2001)). As for human, HSDB (2002) shows that ""the patients who were administered the substance as an oral cancer drug experienced nausea, vomiting and poor appetite, and those who were administered a total of 80 mg/kg or more were found to have damage in the liver in the liver function test"" and there is the description in the Priority 3 of GESTIS that ""although most human exposure information is based on the oral administration as cancer drugs, a short-term exposure to much smaller concentrations causes remarkable disorder in respiratory function."" Since the check of the primary literature of GESTIS is difficult, the specific period is unknown. Although human data is based on the information source of Priority 2,3, since it can be predicted that there is abundance of clinical cases as clinical drugs, it is defined as Category 1 (liver, systemic symptoms, respiratory system). ",2008.03.24
123-42-2,Diacetone alcohol,Specific target organs/systemic toxicity following repeated exposure - Category 1 (kidneys),Health hazard,Danger,Causes damage to organs (kidneys) through prolonged or repeated exposure,"It was classfied into Category 1 (kidney) accoding to the description that ""onset of nephrotic syndrome is used as the evidence of proliferative glomerulonephritis."" in example of accident of humans at diacetone alcohol and ethanol exposure (PATTY (5th, 2001)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-51-3,3-Methylbutan-1-ol,Specific target organs/systemic toxicity following repeated exposure - Not classified (oral),-,-,-,"Since the harmful effects were seen only with the hgih-capacity dose (oral of 1000mg/kg or more) than the oral guidance value (100mg/(kg)) , it carried out ""Category Outside.""","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
123-91-1,"1,4-Dioxane","Specific target organs/systemic toxicity following repeated exposure - Category 1 (kidneys, liver, central nervous system) Category 2 (respiratory organs)",,,,"Based on the human evidence including ""hemorrhagic nephritis, renal/hepatic necrosis"" (CERI-NITE Hazard Assessment No.13 (2004)), ""hypertonia, neurological symptoms, renal failure, renal cortex necrosis associated with severe interstitial hemorrhage, severe centrolobular hepatocyte necrosis, demyelination, partial loss of nerve fibers"" (EU-RAR No.21 (2002)), and the evidence from animal studies including ""degeneration and reproduction of the renal tubular epithelium, degeneration and necrosis of hepatocytes, hepatocyte hyperplasia, degeneration of the respiratory epithelium (CERI-NITE Hazard Assessment No.13 (2004)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.","Sep. 20, 2006 (Environmental Hazards: Feb. 10, 2006)"
123-92-2,isopentyl acetate,Specific target organs/systemic toxicity following repeated exposure - Category 1 (nervous system),Health hazard,Danger,Causes damage to organs (nervous system) through prolonged or repeated exposure,"There is a statement that visual field constriction is reported by part of humans who received occupation exposure of the isomer mixtures (DFGOT vol.11 (1996)) and also neurotoxicity is occurred (PATTY (5th, 2001)). Moreover, the histologically degeneration of the optic nerve is acknowledged in repeated exposure to the rabbit (DFGOTvol.11, (1996)). It wasclassified into Category 1 (nervous systems) according to these knowledge.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
124-04-9,Adipic acid,Specific target organs/systemic toxicity following repeated exposure - Category 1 (dust inhalation: autonomic nervous system),Health hazard,Danger,Causes damage to organs (dust inhalation: autonomic nervous system) through prolonged or repeated exposure,"Based on description that ataxia of autonomic nervous systems and digestive organs was caused by occupational dust inhalation exposure in humans (CERI Hazard Data (1998), ACGIH (2001) and PATTY (5th, 2001)), it was classified to as Category 1 (autonomic nervous systems) (in the case of dust inhalation). In addition, there is a statement that  harmful effect was not seen in the study of 1% feeding adminiswtration test (equivalent to 500 mg/kg/day) using the rat during 24 months (CERI Hazard Data (1998), ACGIH (2001) and PATTY (5th, 2001)) , and this dose exceeds the upper limit of the Category 2 guidance value range. Moreover, there is the description of having no toxic influence, even if humans eat it 100mg/kg/day(PATTY (5th, 2001)). In the case of oral, according to these things, it corresponds out of Category.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
124-09-4,Hexamethylenediamine,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs, liver) Category 2 (blood system, kidneys)",,,,"Based on the human evidence including ""irritation of the conjunctiva/upper respiratory tract and acute hepatitis"" (CERI Hazard Data 98-6 (1999)), and the evidence from animal studies including ""increased number of inflammatory cells in the nasal cavity, squamous epithelial hyperplasia of the respiratory epithelium, squamous epithelial hyperplasia and inflammatory cellular infiltration of the subepithelium in the trachea; alveolar decay, interstitial fibrosis, infiltration of the inflammatory cells in the lung"" (CERI Hazard Data 98-6 (1999)), ""sneezing, nasal catarrh and rale,"" ""anemia accompanied by decreased WBC, degenerative changes in the kidney and liver"" (SIDS (1996)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
124-40-3,Dimethylamine,Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs),Health hazard,Danger,Causes damage to organs (respiratory organs) through prolonged or repeated exposure,"In the inhalation exposure test in rats and mice for two years, it was classified to as Category 1 (respiratory systems) from the description that inflammation, denaturation, and hyperplastic injury at the rhinal mucosas were acknowledged  in the exposure group of 50 ppm or more of the guidance value range maximum of Category 1(ACGIH (7th, 2001), DFGOT vol.7 (1996), PATTY (5th, 2001)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
124-48-1,Dibromochloromethane,"Specific target organs/systemic toxicity following repeated exposure - Category 2(liver, kidney)",Health Hazard,Warning,"May cause damage to organs through prolonged or repeated exposure(liver, kidney)","In one month mixed feed administration test during employing rats, the increase in liver relative weight, vacuolization and swelling increase of hepatic cells, and the unicellular necrosis of hepatic cells were seen, and the significant differences were observed in total cholesterol, increase in alkaline phosphatase activity ( MOE Risk Assessment, Volume 6 (2008). Moreover, in 90 days forced oral administration test employing rats, the increase in the degeneration incidence rate in nephric tubule in the male and female, and the fat (vacuolar) degeneration of the hepatic cells in the centrilobular region were seen in the male (MOE Risk Assessment, Volume 6, ATSDR (2003)). Moreover, there is a description that the fatty degeneration of liver cells in male in 13-weeks forced oral administration test employing rats, the increase in the incidence rate of the fatty degeneration and and cloudy hyaline degeneration of liver cells in male and female and increase of nephropathy in male in 104-weeks forced oral administration test, were seen, (MOE Risk Assessment, Volume 6 (2008), NTP TR282 (1985)). Since the effects on liver and kidney were seen within the range of the guidance value of Category 2, it was classified into Category 2 (liver, kidney). ",2009.3.31
1241-94-7,2-Ethylhexan-1-yl diphenyl phosphate,"Specific target organs/systemic toxicity following repeated exposure - Category 2(liver, thyroid)",Health Hazard,Warning,"May cause damage to organs through prolonged or repeated exposure(liver, thyroid)","It is written in 28-day oral administration test in rats (Guidelines for 28-Day Repeat Dose Toxicity Testing for Chemicals (Japan), GLP) that there were blood cell cholinesterase low level and alkaline phosphatase low level in females, and browning of liver, centrolobular hypertrophy of hepatocytes, and hypertrophy of thyroid follicular epithelial cells in males and females, and thyroid gland enlargement in males, however, stop of administration brought relief, or recovery (Ministry of Health, Labour and Welfare reports (Access on November 2008)). Since effects on liver and thyroid were found within the scope of the guidance value of Category 2, it was classified into Category 2 (liver and thyroid gland). In addition, IUCLID (2000) doesn't contain effects on the thyroid in 90- day mixed feed administration test in rats (Directive 87/302/EEC, GLP)about products of this substance which contain 4% or less of Triphenyl phosphate. ",2009.3.31
12427-38-2,"Manganese N,N'-ethylenebis(dithiocarbamate)","Specific target organs/systemic toxicity following repeated exposure - Category 2 (thyroid gland, respiratory organs, blood system)",,,,"Based on the evidence from animal studies including increased thyroid weights, pathological changes in the thyroid gland, pulmonary hemorrhage, abnormal lung findings, decreases in RBC/Hb/hematocrit and increase in platelet count, red blood cell deformity, and hyperplasia of thyroid follicular cells (Agricultural Chemical Registration Data (1974, 2005)). These effects were observed at dosing levels within the guidance value ranges for Category 2. 

","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
12510-42-8,Erionite,Specific target organs/systemic toxicity following repeated exposure - Category 1 (lung),Health hazard,Danger,Causes damage to organs (lung) through prolonged or repeated exposure,It is based on pulmonary and pleural fibrosis having been seen in road construction worker (IARC 42 (1987)).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
125306-83-4,"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",Specific target organs/systemic toxicity following repeated exposure - Category 2 (gastrointestinal tract),,,,Based on the evidence from animal studies including vacuolization of ciliated epithelial cells in the jejunum (Agricultural Chemical Registration Data (1995)). These effects were observed at dosing levels within the guidance value ranges for Category 2. ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
126-07-8,"(1'S,6'R)-7-Chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione","Specific target organs/systemic toxicity following repeated exposure - Category 2(liver, skin)",Health Hazard,Warning,"May cause damage to organs through prolonged or repeated exposure(liver, skin)","For humans, IARC 79 (2001) has description of ""Inhibition of Porphyrin metabolism"" and when this cited literature (Crit.Rev.Toxicol.27 (1997)) was investigated, ""Damage to hepatic cells, necrosis, and inflammation occur in sequence to the Porphyrin accumulation which this substance has caused in the mouse liver. Although the similar change was known as porphyria related to the increased risk of human hepatocytes oncogenesis, there was a description that the Porphyrin occurrence (porphyrogenic) effect of human in administration of this substance was moderate compared with that of the mouse model,"" For laboratory animals, it has been described to be ""formation of hypertrophy of liver, liver cell damage, necrosis, porphyria with inflammation, and the Malory object formulation, and hypertrophied thyroid gland"" in IARC 79 (2001). Although this influence in the liver in the animal was seen out of the range of the guidance value of Category 2, since when the description of the cited literature of IARC 79 (2001) was taken into consideration, hazard to humans was not able to deny , it was classified into Category 2 (liver). Moreover, in HSDB (2002), for humans, there is a description of ""There were reactions of chill hives, , warm hives and light anaphylaxis, lichen plan, erythema, polymorphism erythema, anthema like blister, rash like measle, and the like"", and when this cited literature (Gilman, A.G., and T.W.Rall, A.S.Nies and P.Taylor (eds.).). Goodman and Gilman's The Pharmacological Basis of Therapeutics.8th ed. (1990) was investigated, it has been described that this substance was an oral drug and had adverse effect on the skin, thus, it was classified into Category 2 (skin). As mentioned above, it was classified into Category 2 (liver, skin) as a whole. In addition (HSDB (2002)) has described that administration to the patients with acute porphyrias, liver dysfunctions patients, drugs hypersensitivity patients, pregnant women is prohibited. ",2009.3.31
126-72-7,"tris(2,3-dibromopropyl) phosphate",Specific target organs/systemic toxicity following repeated exposure - Category 2 (kidneys),Health hazard,Warning,May cause damage to organs (kidneys) through prolonged or repeated exposure,"We classified it into Category 2 (kidney) based on the description that in the 90-days repeated oral administration test of a rat, chronic nephritides, such as the denaturation, hyperplasia, and dysplasia of the kidney nephric tubule epithelial cells was observed with the dosage of the guidance value of Category 2 (EHC 173, 1995).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
126-73-8,Tributyl phosphate,"Specific target organs/systemic toxicity following repeated exposure - Category 2 (testes, bladder, nervous system)",,,,"Based on the evidence from animal studies including ""seminiferous tubule degeneration, epithelial hyperplasia in the mucous membrane of the bladder, a mild but significant decrease in the nerve conduction velocity in the tail, a reduction of the Schwann cell process in nonmyelinated sciatic nerves (observed through scanning electron microscopy)"" (EHC 112 (1991)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
126-98-7,"2-Propenenitrile, 2-methyl-","Specific target organs/systemic toxicity following repeated exposure - Category 1(central nervous system), Category 2(blood system, nasal cavity(olfactory epithelia), liver)",Health Hazard,Danger,"Causes damage to organs through prolonged or repeated exposure(central nervous system)
May cause damage to organs through prolonged or repeated exposure(blood system, nasal cavity(olfactory epithelia), liver)","In the public comments it is pointed out that the observed neurotoxicity is acute toxicity rather than chronic toxicity. However, in a 90-day oral toxicity test in dogs in the work of Pozzani et al (1968), tonic convulsions, pulsus celer, polypnea and hind limb acratia were not observed immediately after exposure at doses within the range of guidance values for Category 1 (13.5 ppm group), but were observed from the 39th day of exposure. Therefore, it can be said that the symptoms in the central nervous system in this study are caused by repeated exposure. Moreover, in the public comments it is pointed out that there are no effects which apply to classification standards for toxicity, except for neurotoxicity. ",39436.0
126-99-8,Chloroprene,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (nervous system, cardiovascular system, tooth, nerve of tooth, immune system, lung, liver, stomach);Category 2 (blood, Olfactory organ, respiratory organs)",Health hazard,Danger,"Causes damage to organs (nervous system, cardiovascular system, tooth, nerve of tooth, immune system, lung, liver, stomach) through prolonged or repeated exposure;May cause damage to organs (blood, Olfactory organ, respiratory organs) through prolonged or repeated exposure","It was classfied in Category 1(nervous systems,cardiovascular systems) based on the statement  that pathological changes was seen in the cardiovascular system and the nervous system in humans (IARC 19 (1979)) and the statementthat there were complaints of neurological symptoms such as headache, giddiness, and insomnia, and a rapid pulse, and chest pain (IARC 19 (1979)) . Since there was the statement of a dental corrosion, gingivitis, a periodontal membrane flame, and a decreased immunoreaction in humans (IARC 19 (1979)) , it was classified in Category 1 (a tooth, periodontal tissue, immunity system). Since there are the statement that plasma cholinesterase reduction in activity was seen in humans (IARC 19 (1979)) , and the statement that the necrobiosis in liver was seen in the amount of exposure of the guidance value range of Category 1in the rat and a hamster and the organization obstacle of lungs in the rat (PATTY (5th, 2001)),  it was classified in Category 1 (lungs,liver). It was classified in Category 1 (stomach) and Category 2 (blood, olfactus organ) based on the statement that the abnormalities in blood coagulation, the denaturation and fault formation of a sense-of-smell epithelium, and fault formation of the front gastric epithelium were seen in a rat in the amount of exposure of the guidance value range of Category 2(PATTY (5th, 2001))  , and the  statement   that gastrointestinal disorders was seen in humans (IARC 19 (1979)). Based on the statement of the inflammation of a nasal cavity in the amount of exposure of the guidance value range of Category 2 in a rat (PATTY (5th, 2001)), it was classified in Category 2 (respiratory tracts).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
12604-58-9,Ferrovanadium dust,Specific target organs/systemic toxicity following repeated exposure - Category 2 (respiratory organs),Health hazard,Warning,May cause damage to organs (respiratory organs) through prolonged or repeated exposure,"We classified it to be Category 2 (respiratory tracts) based on the description that bronchitis was observed in the concentration of the guidance value range of Category 2 in the inhalation exposure test for two months using the rat (ACGIH (7th, 2001)).","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
12656-85-8,C.I. Pigment Red 104,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (central nervous system, blood, kidneys)",Health hazard,Danger,"Causes damage to organs (central nervous system, blood, kidneys) through prolonged or repeated exposure","Although there was no data of this product, as an inorganic lead compound, it effects on central nervous systems, blood, and kidney (ACGIH-TLV (2005) in Priority 1 document). It was classified into Category 1 (central nervous system, blood, kidney). In addition, there is a description of effects on kidneys, nasal septum perforation, ulcers, etc. as chronic toxicity of hexavalent chromium compounds (ACGIH (7th, 2001), IRIS (1998), DHP (13th, 2002)). Moreover, as toxicity of molybdenum, effects on blood (anemia) and lungs (pneumoconiosis) are mentioned (PATTY (5th, 2001), HSDB (2003)).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
127-18-4,Tetrachloroethylene,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (nervous system, liver, respiratory organs, kidneys)",,,,"Based on the human evidence including ""a severe disorder of neuropsychological function (sensomobility, perception speed, cautiousness, memory, concentration, etc.), symptoms of autonomic disorder (pricking sense disorder, tingling sensation in the hands and feet, rheumatoid pain, staggering gait, etc.), changes in the personality structure (emotional instability, etc.),"" ""irregular defecation, constipation, diarrhea, decreased libido, alcohol intolerance, gait disorder, speech disorder, rigidity of the fingers, fever-related seizure, hepatopathy, cirrhosis, pulmonary edema, dyspnea"" (CERI-NITE Hazard Assessment No.65 (2005)), and the evidence from animal studies including ""nucleus hypertrophy of renal tubular epithelial cells, hepatocellular vacuolar degeneration and necrosis, inflammatory cellular infiltration, urinary cast, nephrosis,"" ""diminished muscle tone, convulsions, restlessness, coma, areflexia, an increase in ALT levels, an increase in triglyceride concentrations, hepatic fatty degeneration, accumulation of BSP (bromo-sulfophthalein) (diminished renal excretion), tremor, depression of the central nervous system"" (CERI-NITE Hazard Assessment No.65 (2005)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 1.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
127-19-5,"Acetamide, N,N-dimethyl-",Specific target organs/systemic toxicity following repeated exposure - Category 1(liver) Category 2(respiratory system),Health Hazard,Danger,"Causes damage to organs through prolonged or repeated exposure(liver)
May cause damage to organs through prolonged or repeated exposure(respiratory system)","As for animals, in the 6-month inhalation exposure test in rats, ""lung irritation, decreased weight gain, significant dose-dependent nasal and upper Respiratory tract irritation and damage in liver (degeneration of hepatocyte)"" (SIDS (2001)) were observed within the limits of the guidance value of Category 2.  In the 2-year inhalation exposure test in rats, ""an increase in liver weight, hepatic cystic degeneration, hepatic peliosis, lipofuscin/hemosiderin accumulation in Kupffer cells"" (SIDS (2001)) were observed within the limits of the guidance value of Category 2. Moreover, in human testing, among 41 workers who have skin or inhalation exposure for 2 to 10 years ""19 workers experienced liver dysfunction. Abnormality in bronchus, upper airway, stomach and nervous system were frequently reported"" (SIDS (2001), ACGIH (7th, 2001)). Therefore, it is classified into Category 1 (liver) and Category 2 (respiratory systems). ",2009.3.31
128-04-1,Sodium dimethyldithiocarbamate,"Specific target organs/systemic toxicity following repeated exposure - Category 2(nervous system, systemic toxicity)",Health Hazard,Warning,"May cause damage to organs through prolonged or repeated exposure(nervous system, systemic toxicity)","Based on the report that ""myasthenia, changes in blood morphology and the nervous and cardiovascular systems were observed at a dose of 100 mg/kg"" (HSDB (2005)) in a 15-week study with rabbits, it was classified as Category 2 (nervous system, systemic toxicity). ",2009.3.31
128-37-0,"2,6-Di-tert-butyl-p-cresol","Specific target organs/systemic toxicity following repeated exposure - Category 2 (lung, liver, thyroid gland)",Health hazard,Warning,"May cause damage to organs (lung, liver, thyroid gland) through prolonged or repeated exposure","There was no report about humans. In the study of feeding administration to a mouse, with the given dose within the guidance value of Category 2, the congestion and enlargement of lungs, and a necrosis and degeneration of alveolar epithelial cell were acknowledged (SIDS (2002)), in the oral administration study of a rat with the given dose within the guidance value of Category 2, increase in relative weights of liver, hepatic periportal necrosis and enlarged hepatic cell were observed (collection of CERI hazard data (1997)), in the feeding administration study of a rat, within the guidance value of Category 2, the enlargement of the liver, necrosis of centrilobular hepatocyte, depletion of glutathione, the increase in transaminase activities, enzyme induction, increase in phospholipid and cholesterol, and the enlargement of the thyroid glant accompanying increased iodine uptake were observed (collection of CERI hazard data (1997)). It classified into Category 2 (lungs, liver, thyroid gland) since the above result.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
