CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
7784-01-2,silver chromate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7786-81-4,Nickel sulphate,Respiratory sensitizer,Category 1,,,,"Due to the fact that the substance is classified as a Respiratory Sensitizing Substance by DFG and ""Respiratory Sensitizing Substance: Group 2"" (as nickel compounds) according to the Recommendation on Occupational Exposure Limits for Chemical Substances (Japan Society for Occupational Health (2005)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-00-6,Potassium chromate,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying potassium dichromate, seem to include chromium compounds. Potassium dichromate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-06-2,Strontium chromate,Respiratory sensitizer,Category 1,,,,"chrome is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying strontium chromate, seem to include chromium compounds. Strontium chromate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-09-5,Ammonium dichromate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"in addition to asthma may be caused by repetition or the long-term inhalation to humans (ICSC(J)(2005)), this substance is classified into ""R42 (inhalation may cause sensitization)"" according to the EU risk phrases. Moreover, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
80-62-6,Methyl methacrylate,Respiratory sensitizer,Category 1,,,,based on the classification by the Japan Society for Occupational Health (2004).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8050-09-7,Rosin,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory tracts: Since it was listed as a chemical material which causes sensitivity at the Japanese Society of Occupational allergy, we categorized it to be Category 1 (The Japanese Society of occupational allergy meeting magazines 2004). In addition, it is classified as the class 1 (JSfOH advice, 2005) of the respiratory sensitizing substance in Japan Society for Occupational Health. Derma: In the Japanese Society for Contact Dermatitis, Rosin (Rosin <- Colophony) is classified as the cutaneous sensitizing substance (the Japanese Society for Contact Dermatitis HP and 2006), and it is classified as SEN in ACGIH (ACGIH 7th, 2006) as class 1 of the cutaneous sensitizing substances in Japan Society for Occupational Health (JSfOH advice, 2005), and as Sh in DFG(MAK/BAT, 2004). Since there was a case report of allergic contact dermatitis in ACGIH (7th, 2001) and DFGOT (vol.11, 1998), we classified it as Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
80546-49-2,"Chloric acid, cobalt(2+) salt",Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"With respiratory sensitization and skin sensitization, as cobalt or cobalt compound, ""Sah (risk of the airways and skin sensitizing properties)""in BAK/MAT (2005), ""sensitizing chemical substances of occupational allergies""in Japanese Society of Occupational Allergy (2004), and ""sensitizing substance: 1st group (substance which has sensitizing clearly to human)""in Japan Society for Occupational Health (2006), since it was classified into them, they were considered as Category 1.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
8065-48-3,Demeton (mixed isomers),Respiratory sensitizer,"Respiratory sensitization, Mixture: Classification not possible, O-: Classification not possible, S-: Classification not possible",-,-,-,Respiratory sensitization:No data. O-<substance>: No data. S-<substance>: No data.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
822-06-0,Hexamethylene diisocyanate,Respiratory sensitizer,Category 1,,,,"Based on the descriptions of human health effects in CERI Hazard Data 2000-50 (2001), MOE Risk Assessment vol. 2 (2003) and ACGIH (7th, 2001): ""The substance induces allergic asthma, irritable pneumonia and contact hypersensitivity.""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
85-44-9,Phthalic anhydride,Respiratory sensitizer,Category 1,,,,"Due to the fact that the substance is reported as a ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy (2004).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
91-08-7,"2-Methyl-1,3-phenylene diisocyanate",Respiratory sensitizer,Category 1,,,,"based on the classification by the Japan Society for Occupational Health (2005) (Respiratory Tract, Group 1).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
