CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
152-16-9,schradan,Acute toxicity (dermal),Category 1,Skull and crossbones,Danger,Fatal in contact with skin,"Since rat LD50 values were 15mg/kg ( from 15mg/kg (HSDB (2003)) and 15mg/kg (RTECS (2002)), it was set as Category 1.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10043-35-3,Boric acid,Acute toxicity (dermal),Classification not possible,,,,Insufficient data available,"Aug. 22, 2006 (Environmental Hazards: Oct. 23, 2006)"
149-57-5,"Hexanoic acid, 2-ethyl-",Acute toxicity (dermal),Category 4,Exclamation mark,Warning,Harmful in contact with skin,"It describes LD50 value 1,140 mg/kg (ACGIH (7th, 2001)) and 1,260 mg/kg (Patty (5th, 2001)) of the dermal administration test employing a rabbit, and describes LD50 value >2,000 mg/kg (IUCLID (2000)) of the dermal administration test employing a rabbit (OECD TG 402, GLP). Although there was a result pursuant to OECD TG and corresponding to ""Not classified"", since there were two or more data equivalent to Category 4 in the information source of List1, it was classified into Category 4. ",2009.3.31
60-35-5,acetamide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10049-04-4,Chlorine dioxide,Acute toxicity (dermal),Not applicable,-,-,-,Gas (GHS definition),"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
82-45-1,"1-Amino-9,10-anthraquinone",Acute toxicity (dermal),Not classified,-,-,-,"Based on description with LD50 value >2,000 mg/kg (SIDS (1996)) of the dermal administration test of mice, it was classified into ""Not classified"". ",2009.3.31
1983-10-4,"Stannane, tributylfluoro-",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7439-97-6,Mercury,Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006"
16752-77-5,Methomyl,Acute toxicity (dermal),Category 4,"Exclamation mark
",Warning,Harmful in contact with skin,It was set as Category 4 based on rat (female) LD50 value: 1050mg/kg (Agricultural Chemicals abstracts).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
545-06-2,Trichloroacetonitrile,Acute toxicity (dermal),Category 4,,,,"Based on the LD50 value of 1,300mg/kg, converted from the testing data of rabbit LD50 (dermal route) of 900microL/kg (RTECS (2003)), using specific gravity of 1.44 (25degC/4degC).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-90-2,fensulfothion,Acute toxicity (dermal),Category 1,Skull and crossbones,Danger,Fatal in contact with skin,"It was set as Category 1 based on LD50 = 5.2mg/kg calculated from eight data of rat LD50 value (ACGIH (2001), PATTY (5th, 2001), PD No.44 (1980), JMPR 239 (1972)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
612-83-9,"N,N'-(3,3'-Dichlorobiphenyl-4,4'-diyl)diammonium dichloride",Acute toxicity (dermal),Classification not possible,-,-,-,"Classification is not possible because there is no data. EU classification is Xn; R21 (EU-Annex I). In addition, there is a data of LD80 value 1,000 mg/kg (CICAD 2 (1998)) of the dermal administration test employing rabbits about free base (CAS 91-94-1). ",2009.3.31
463-51-4,Ketene,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
7440-74-6,indium,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Acute toxicity (dermal),Category 3,,,,Based on the testing data of rabbit LD50 (dermal route) of 754mg/kg (EHC 33 (1984)).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
584-84-9,"4-Methyl-1,3-phenylene diisocyanate",Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
78-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",Acute toxicity (dermal),Category 4,"Exclamation mark
",Warning,Harmful in contact with skin,"LD50 = 1265mg/kg calculated by the technical guideline using 4 examination of rabbits (SIDS (2003), PATTY (5th, 2001)). And LD50 = 1700mg/kg (SIDS (2003)) of a rat examination. It was set as Category 4 based on the lower value.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-42-2,Tris(2-ethylhexyl) phosphate,Acute toxicity (dermal),Not classified,,,,"Based on the rabbit LD50 (dermal route) value of 18,400mg/kg (CERI-NITE Hazard Assessment No.207 (2004)).
","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
7784-34-1,arsenic trichloride,Acute toxicity (dermal),Category 2,Skull and crossbones,Danger,Fatal in contact with skin,"It is based on rat dermal LD50 = 80mg/kg (RTECS, 2004).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
287-92-3,Cyclopentane,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
109-86-4,Ethylene glycol monomethyl ether,Acute toxicity (dermal),Category 4,,,,"Based on the LD50 value of 1290mg/kg calculated from the testing data of rat LD50 (dermal route) of 1300 mg/kg  (ECETOC TR64, 1995) , 2000mg/kg  (DFGOT Vol.6, 1994) , 1290mg/kg  (PATTY 4th, 2000)  and 3900mg/kg  (PATTY 4th, 2000) .","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-66-4,Dibutyl phosphate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57142-78-6,[phthalato(2-)]oxodilead,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
12427-38-2,"Manganese N,N'-ethylenebis(dithiocarbamate)",Acute toxicity (dermal),Not classified,,,,"Based on the rat LD50 (dermal route) value of >5,000mg/kg (Agricultural Chemical Registration Data (1977)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-31-3,Methyl formate,Acute toxicity (dermal),Not classified,-,-,-,"Based on rat LD50:> 4g/kg and rabbit LD50> 5g/kg (RTECS (2004)), it was set as the outside of Category.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-13-9,"2,3-Dibromopropan-1-ol",Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"It was classified into Category 3 from LD50 value of 316mg/kg (RTECS (2008)) of the dermal administration test employing a rabbit. In addition, the EU classification is R24 (EU-Annex I). ",2009.3.31
555-34-0,trisodium trioxalatoferrate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
136-78-7,disul,Acute toxicity (dermal),Classification not possible,-,-,-,"There is no dermal absorptions acute toxicity data, and it cannot be classified.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
87-86-5,Pentachlorophenol,Acute toxicity (dermal),Category 1,,,,"Based on the LD50 value of 40mg/kg calculated from the testing data of rabbit LD50 (dermal route) of 60mg/kg (PATTY 4th, 1999), 130mg/kg (PATTY 4th, 1999) and 40mg/kg (PATTY 4th, 1999).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
25321-14-6,Dinitrotoluene,Acute toxicity (dermal),Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
79277-27-3,"Methyl 3-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)-2-thenoate",Acute toxicity (dermal),Not classified,,,,"Based on the rat LD50 (dermal route) value of >2,000mg/kg, together with absence of mortality (Agricultural Chemical Registration Data (1997)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
122008-85-9,butyl (R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,Acute toxicity (dermal),Not classified,,,,"Based on the rabbit LD50 (dermal route) value of >5,000mg/kg (Agricultural Chemical Registration Data (1995)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
288-88-0,"1,2,4-triazole",Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,"Based on 3,129 mg/kg of lower value among LD50 values of the rat in IUCLID (2000) (male: 4,200 mg/kg, female: 3,129 mg/kg), it is classified into Category 5. ",2008.03.26
75-12-7,Formamide,Acute toxicity (dermal),Not classified,-,-,-,"Based on rabbit LD50 value: 6000mg/kg (ACGIH 7th, 2001), and outline fatal dose: 17000mg/kg (ACGIH 7th, 2001), it was set as the outside of Category.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-87-2,Methyl cyclohexane,Acute toxicity (dermal),Not classified,-,-,-,"Based on rabbit LD50 value: >86700mg/kg (PATTY 4th, 1994), it was set as the outside of Category.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
121-14-2,"2,4-Dinitrotoluene",Acute toxicity (dermal),Classification not possible,,,,Insufficient data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-01-1,2-Furaldehyde,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"It was set as Category 3 based on rabbit LD50 value: >310mg/kg (EU-RAR, 2004) and between 500 and 1000mg/kg (PATTY 4th, 1994).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1163-19-5,Decabromodiphenyl ether,Acute toxicity (dermal),Classification not possible,,,,Insufficient data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-76-4,"2,4-Di-tert-butylphenol",Acute toxicity (dermal),Not classified,-,-,-,"Although LD50 value 2,200 mg/kg of the dermal administration test employing a rabbit (RTECS (2004)) corresponded to the U.N. GHS acute toxicity Category 5, it fell under unadopted category in Japan and was classified into ""Not classified"". ",2009.3.31
7783-96-2,silver iodide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
25339-17-7,Isodecanol,Acute toxicity (dermal),Not classified,-,-,-,"It was classified into ""Not classified"" from LD50 value >2,600 mg/kg (Patty (5th, 2001)), and >3.56 mL/kg (2,937 mg/kg) (Patty (5th, 2001)) of the dermal administration test employing a rabbit. ",2009.3.31
681-84-5,Tetramethyl silicate,Acute toxicity (dermal),Not classified,-,-,-,"Based on rabbit LD50 value: 17394mg/kg (RTECS, Access on Sep 2005), it was set as the outside of Category.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
2971-90-6,clopidol,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-83-8,Diisobutyl ketone,Acute toxicity (dermal),Not classified,-,-,-,"Rabbit LD50 value is over 5000mg/kg for females. Although an average is 4579mg/kg in males, it is over 5000mg/kg in re-examination only (SIDS (1998)). Since death was not seen in the rat 2000mg/kg administered test (SIDS (1998)), acute dermal toxicity is outside of  Category.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-84-9,"1,3-dimethylbutyl acetate",Acute toxicity (dermal),Not classified,-,-,-,"Based on the description (PATTY(5th, 2001) vol.6) of rabbit LD50 >18000mg/kg, it was set as the outside of Category.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7779-88-6,zinc nitrate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1330-20-7,Xylene,Acute toxicity (dermal),Classification not possible,,,,"No definitive value available, although the substance can be classified as Category 5 or not classified based on the rabbit LD 50 (dermal route) value of >4,350 mg/kg, (IUCLID 2000).","Mar. 23, 2006 (Environmental Hazards: May 24, 2006)"
25322-01-4,Nitropropanes,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-20-9,Methyl acetate,Acute toxicity (dermal),Not classified,-,-,-,"Based on rat LD50 >5000mg/kg (DFGOTvol.18 (2002)), it was set as the outside of Category.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
91-57-6,2-Methylnaphthalene,Acute toxicity (dermal),Classification not possible,-,-,-,"Classification is not possible because there is no data. In addition, there is a description of LD50 value of the dermal administration test employing a female rabbit being 4,660 mg/kg (IRIS (2003)) for 1:2 mixtures of 1-Methylnaphthalene and 2-Methylnaphthalene. ",2009.3.31
768-52-5,"Aniline, N-(1-methylethyl)-",Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,It was set as Category 5 from rabbit dermal LD50 = 3550mg/kg (ACGIH (2001)).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-19-0,2-Methylpropyl acetate,Acute toxicity (dermal),Not classified,-,-,-,It was set as the outside of Category from rabbit data of LD50 >17400mg/kg (DFGOT vol.19 (2003)).,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
592-05-2,lead dicyanide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
111-40-0,"N-(2-Aminoethyl)-1,2-ethanediamine; Diethylenetriamine",Acute toxicity (dermal),Category 3,,,,"Based on the LD50 value of 718mg/kg calculated from the testing data of rat LD50 (oral route) of 672mg/kg, 1,040mg/kg (SIDS (1996)), 1,090mg/kg (ACGIH (7th 2001)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8052-41-3,Stoddard solvent,Acute toxicity (dermal),Classification not possible,-,-,-,There was the description that one case of four cases died at 2000mg/kg in the test using rabbits (EHC 187 (1996)). But other data cannot be found and Category could not be specified. So it cannot be classified due to insufficient data.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8002-05-9,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Acute toxicity (dermal),Not classified,-,-,-,"Based on rat LD50 >5000mg/kg (IUCLID (2000)), it was set as the outside of Category.","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
34643-46-4,"O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate",Acute toxicity (dermal),Category 5,,,,"Based on the rat LD50 (dermal route) value of 3,900mg/kg (Agricultural Chemical Registration Data (1971)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-50-9,Potassium dichromate,Acute toxicity (dermal),Category 4,,,,"Based on the rabbit LD50 (dermal route) of 1,150mg/kg (EU-RAR No.53 (2005)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
306-83-2,"Ethane, 2,2-dichloro-1,1,1-trifluoro-",Acute toxicity (dermal),Not classified,-,-,-,"Since mortality was not observed in rat and rabbit at 2000mg/kg (NICNAS (1999)), it was set as the outside of Category.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-21-1,Fluorosulfonic acid,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
917-61-3,Sodium cyanate,Acute toxicity (dermal),Classification not possible(Category 5 or Not classified),-,Warning,May be harmful in contact with skin,"According to rat LD50 >2000mg/kg (the agricultural newsletter supplement No. 17, 1994)of a tablet, it cannot be classified (Category 5 or outside of Category).","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
27355-22-2,fthalide,Acute toxicity (dermal),Not classified,-,-,-,"Based on rat LD50 value: >10000mg/kg (Agricultural-Chemicals abstracts), it was set as the outside of Category.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7784-35-2,trifluoroarsine,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2179-59-1,allyl propyl disulphide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
94-36-0,Benzoyl peroxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
64-19-7,Acetic acid,Acute toxicity (dermal),Category 4,"Exclamation mark
",Warning,Harmful in contact with skin,"It was set as Category 4 from rabbit LD50 = 1060mg/kg (PATTY (5th, 2001)).","Aug. 18, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-90-6,"m-bis(2,3-epoxypropoxy)benzene",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
31242-93-0,o-Chlorinated diphenyl oxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
556-61-6,Methyl isothiocyanate,Acute toxicity (dermal),Category 1,,,,Based on the rabbit LD50 (dermal route) value of 33mg/kg (RTECS (2006)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
18454-12-1,dilead chromate oxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
300-76-5,naled,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"Based on rat LD50 value: 800mg/kg (ACGIH, 2002), rabbit LD50 value: 360mg/kg (ACGIH, 2002) and 1100mg/kg (PATTY 4th, 1994), the lowest value of rabbit LD50 was adopted, and it was set as Category 3.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
12069-69-1,copper(II) carbonate--copper(II) hydroxide (1:1),Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8006-64-2,Turpentine oil,Acute toxicity (dermal),Not classified,-,-,-,"Since in dermal administration to rabbits, even 5010mg/kg did not have a case of death, it was set as the outside of Category.","Mar. 23, 2006"
13967-50-5,potassium dicyanoaurate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-82-0,"Propanenitrile, 2-methyl-",Acute toxicity (dermal),Category 2,Skull and crossbones,Danger,Fatal in contact with skin,"Rabbit dermal LD50 = 200mg/kg (RTECS (1997)) and 310 mg/kg (HSDB (2003)). The higher toxic value (LD50 = 200mg/kg)  was adopted, and it was set as Category 2.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
76-06-2,Trichloronitromethane; Chloropicrin,Acute toxicity (dermal),Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10085-76-4,cupric potassium chloride dihydrate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
96-29-7,2-butanone oxime,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"From LD50 value of the dermal administration test employing a rabbit being 1,000-2,000 mg/kg (IUCLID (2000)), 1,000 mg/kg which is a lower limit LD50 value was adopted and classified into Category 3. EU-Annex I is R21 and is equivalent to the GHS Category 3-4. ",2008.03.25
35400-43-2,O-ethyl O-(4-methylthiophenyl) S-propyl dithiophosphate,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"It was classified  into Category 3 from the description of rabbit LD50: male 820m/kg, female 994mg/kg (PATTY (5th, 2001)) and 800 - 1000 mg/kg (ACGIH (2001)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-30-8,Glutaraldehyde,Acute toxicity (dermal),Category 4,"Exclamation mark
",Warning,Harmful in contact with skin,It was set as Category 4 based on the calculation value of 1100mg/kg calculated from 6 rabbit LD50 values.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12125-01-8,Ammonium fluoride,Acute toxicity (dermal),Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
175013-18-0,N-[2-[1-(4-Chlorophenyl)-1H-pyrazole-3-yloxymethyl]phenyl]-N-methoxycarbamic acid methyl ester,Acute toxicity (dermal),Not classified,-,-,-,It was set as the outside of Category. Based on rat LD50 >2000mg/kg in the dermal administration test and that there was no death (Agricultural Chemical Registration Data).,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
1310-66-3,Lithium hydroxide monohydrate,Acute toxicity (dermal),Classification not possible,-,-,-,"There is no data, so it cannot be classified. It is a strong corrosive substance and an experiment of dermal absorption exposure cannot be performed.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10024-97-2,Dinitrogen oxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
25311-71-1,O-Ethyl O-2-(isopropoxycarbonyl)phenyl N-isopropylphosphoramidothioate; Isofenphos,Acute toxicity (dermal),Category 2,,,,Based on the rabbit LD50 (dermal route) value of 162mg/kg (RTECS (2006)) and 162mg/kg (HSDB (2006)).,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-21-1,Zinc cyanide,Acute toxicity (dermal),Classification not possible,,,,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-85-1,Ethene,Acute toxicity (dermal),Not applicable,-,-,-,Gas (GHS definition),"Mar. 23, 2006"
75-02-5,"Ethene, fluoro-",Acute toxicity (dermal),Not applicable,-,-,-,Gas (GHS definition),"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
74-86-2,Ethyne,Acute toxicity (dermal),Not applicable,-,-,-,Gas (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 23, 2006)"
75-01-4,Chloroethylene; Vinyl chloride,Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
516-03-0,iron(II) oxalate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
39300-45-3,dinocap,Acute toxicity (dermal),Not classified,-,-,-,"Considering rabbit dermal LD50 = 9400mg/kg (RTECS (2003)), it was set as the outside of Category.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-03-9,Trichloroacetic acid,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-91-2,tert-Butyl hydroperoxide,Acute toxicity (dermal),Category 3,,,,"Based on the LD50 value of 470mg/kg representing the lower of the two testing data, rabbit LD50 (dermal route) of 628mg/kg (SIDS (1995)) and rat LD50 (dermal route) of 470mg/kg (PATTY (4th, 1999)).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
128-37-0,"2,6-Di-tert-butyl-p-cresol",Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,It was set as Category 5 from rat LD50 >2000mg/kg (SIDS (2002)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-38-0,"1,8-dinitronaphthalene",Acute toxicity (dermal),Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
671-04-5,Carbanolate,Acute toxicity (dermal),Classification not possible,-,-,-,Classification not possible due to lack of data,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
97-17-6,"O-2,4-Dichlorophenyl O,O-diethyl phosphorothioate; Dichlofenthion; ECP",Acute toxicity (dermal),Category 3,,,,Based on the mouse LD50 (dermal roue) value of 296mg/kg (Agricultural Chemical Registration Data (1973)).,"Dec. 19, 2006 (Environmental Hazards: Mar. 31, 2006)"
680-31-9,hexamethylphosphoric triamide,Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,"It was set as Category 5 based on rabbit LD50 value: 2600mg/kg (ACGIH (7th, 2001) and IARC Vol.15 (1977)).","Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
14075-53-7,Potassium tetrafluoroborate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105827-78-9,1-[(6-Chloro-3-pyridyl)methyl]imidazolidine-2-(N-nitro)imine,Acute toxicity (dermal),Not classified,-,-,-,It was set as the outside of Category based on LD50 >2000mg/kg and LD50 >5000mg/kg in two rat examinations (Agricultural Chemical Registration Data).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10605-21-7,carbendazim(ISO),Acute toxicity (dermal),Not classified,-,-,-,"EHC149 (1993) describes >10,000 mg/kg (an aqueous paste (1974)), >2,000 mg/kg (75% wettable powder (1982)), and >2,000 mg/kg (50% wettable powder (1987)) as rabbit LD50 value, and it is classified into ""Not classified"" based on the LD50 value of >10,000 mg/kg. ",2008.03.26
2429-74-5,"tetrasodium 3,3'-[(3,3'-dimethoxy[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[5-amino-4-hydroxynaphthalene-2,7-disulphonate]",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
4607-81-2,"1,1,2-Trichloro-2-nitroethene",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
148-01-6,dinitolmide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
143-08-8,Nonan-1-ol,Acute toxicity (dermal),Not classified,-,-,-,"Although LD50 value 2,960 mg/kg of the dermal administration test employing a rabbit (Patty (5th, 2001)) corresponded to the U.N. GHS acute toxicity Category 5, it fell under unadopted category in Japan and was classified into ""Not classified"". ",2009.3.31
2699-79-8,sulphuryl difluoride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
64-67-5,Diethyl sulfate,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"It was set as Category 3 based on rabbit LD50 value: 708mg/kg (CERI Hazard Data, 1996) and 600mg/kg (DFGOT vol.20, 2003, IARC 54, 1992).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7094-94-2,(Chloroacetoxy)triphenylstannane,Acute toxicity (dermal),Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
66841-25-6,"alpha-cyano-3-phenoxybenzyl 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropanecarboxylate",Acute toxicity (dermal),Not classified,-,-,-,"Based on rat LD50 >5000mg/kg of male and famale (Agricultural Chemical Registration Data) in the dermal administration test, it was set as the outside of Category.","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7783-47-3,tin difluoride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
4685-14-7,"1,1'-Dimethyl-4,4'-bipyridinium salts (except paraquat dichloride)",Acute toxicity (dermal),Category 2,,,,"Based on the LD 50 (dermal route) value of 80mg/kg representing the lower of the two data of LD50 value of 80mg/kg calculated from the rat LD50 of 90mg/kg, 80mg/kg and 350mg/kg (EHC 39 (1984)), and the LD50 of 236mg/kg calculated from the rabbit LD50 of 500mg/kg, 236mg/kg and 240mg/kg (EHC 39 (1984)).
Note: Classified using data on Cl salts 
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10035-10-6,Hydrobromic acid,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
