CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
1303-33-9,"arsenic sulphides, natural",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although the knowledge of this product was not observed, it was considered as Category 2 based on the description related to human of EHC 224 (2001) which is Priority 1 document, about arsenic and arsenic compound, ""the effect on reproduction is suggested "", and knowledge of animals ""fetus toxicity and teratogenicity in dose in which maternal toxicity is observed"". In addition, there is the description that ""the conclusion which is inorganic arsenic is not teratogen in humans is advocated "" in Catalog of teratogenic agents (2004) equivalent to Priority 1.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1303-39-5,zinc arsenate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although there is no data of this product, in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001), and DFGOT Vol.21 (2005), there was an opposite report. But the reproductive and developmental toxicity knowledge by inorganic arsenic was indicated to laboratory animals, it was considered as Category 2.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1303-96-4,Borax,Toxic to reproduction,Category 2,,,,"Based on the evidence of adverse effects on sperm production, described in ATSDR (1992) (no data presented on general toxicity). 
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1304-56-9,Beryllium oxide,Toxic to reproduction,Category 2,,,,"Based on the evidence of fetal malformation or death, described in ATSDR (2002) and CICAD 32 (2001) (though no data are available on parental toxicity).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1306-19-0,Cadmium oxide,Toxic to reproduction,Category 2,,,,"Based on the evidence of foetal weight reduction at dosing levels causing general toxicity in rat developmental toxicity tests, described in CERI Hazard Data 97-17 (1998), NTP TOX39 (1995) and IARC 58 (1993).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1309-60-0,Lead dioxide,Toxic to reproduction,Category 1A,,,,"Based on expert judgment, given the fact that lead has been known to possess developmental neurotoxic and reproductive toxic potentials in humans.
As for the health hazards, refer to ""ID168, Lead, CAS: 7439-92-1,"" ""ID48, Lead Oxide (II); Litharge, CAS: 1317-36-8,"" and ""ID47, Lead Acetate (II), CAS: 301-04-2.""
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
131-52-2,Sodium Pentachlorophenate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since embryo absorption, fetal death and teratogenicity were observed at the dose indicating maternal toxicity in tests of oral mixed feed administration to 8-19 days pregnant female rats (EHC 71, 1987), it was set as Category 2. In addition, embryo and fetus toxicity is observed but not teratogenicity of pentachlorophenol (CAS: No.87-86-5) (EHC 71, 1987; HSG 19, 1989), although teratogenicity was seen in this study.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
131-72-6,"Mixture of 2,4-dinitro-6-octylphenyl crotonate and 2,6-dinitro-4-octylphenyl crotonate (octyl=1-methylheptyl,1-ethylhexyl,1-propylpentyl); Dinocap; DPC",Toxic to reproduction,Category 1B,,,,"Based on the evidence of increased pup mortality and fetal malformation (cleft palate, abnormal inner ear) at non-parentally toxic doses in mouse teratogenicity studies, described in JMPR (1989).
","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-41-6,Lead tetraoxide,Toxic to reproduction,Category 1A,,,,"Based on expert judgment, given the fact that lead has been known to possess developmental neurotoxic and reproductive toxic potentials in humans.
As for the health hazards, refer to ""ID168, Lead, CAS: 7439-92-1,"" ""ID48, Lead Oxide (II); Litharge, CAS: 1317-36-8"" and ""ID47, Lead Acetate (II), CAS: 301-04-2.""  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-87-0,Lead sulfide,Toxic to reproduction,Category 1A,,,,"Based on expert judgment, given the fact that lead has been known to possess developmental neurotoxic and reproductive toxic potentials in humans.
As for the health hazards, refer to ""ID168, Lead, CAS: 7439-92-1,"" ""ID48, Lead Oxide (II); Litharge, CAS: 1317-36-8"" and ""ID47, Lead Acetate (II), CAS: 301-04-2.""  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1317-36-8,Lead monoxide; Litharge,Toxic to reproduction,Category 1A,,,,"Based on the description in IARC 23 (1980): The results of epidemiological studies conducted at lead smelters suggest a significant increase in spontaneous abortion rates. (Workers in lead smelters may be exposed to lead fume, which is probably lead monoxide.)
","Mar. 23, 2006"
1321-74-0,"Benzene, diethenyl-",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It is observed mammary gland hyperplasia and bad nesting and newborns are all died in 7/9 cases in the 1000mg/kg dosage group in the oral administration of female and male rat. There was the decrease of the number of corpus luteum and the number of implantation trace, and implantation rate, and there was the decrease of the total number of baby, of the number of new born of no lactation, of the birth rate and of the number of survival baby of 4 nursing day and of the survival rate, and there was the tendency to be low of delivery rate and the neonatal reproductive rate. However, there is no effect to parent animals and new born in the dose 1000mg/kg or less (Health, Labor and Welfare Ministry reports (2006)). Since this effect is checked as secondary toxicity of parent animals because the toxicity is not occured in the next generation in the dose that parent animals do not have toxicity, it is classified into the Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1327-53-3,Diarsenic trioxide,Toxic to reproduction,Category 1A,,,,"Based on the correlation between arsenic exposure and adverse effects on reproductive capacity (increased mortality of foetuses, newborns and children, a decrease in birthweights, an increased incidence of natural abortion, stillbirth and congenital malformation) observed in several epidemiological studies, the evidence of malformations in foetuses including cranioschisis and renal defect at dosing levels not toxic to dams in Syrian hamster teratogenicity tests, and the evidence of a decreased number of foetuses and skeletal malformations (although no data are available on toxicity to dams) in rat teratogenicity tests, described in CERI Hazard Data 2001-8 (2002) and EHC 224 (2001). It should be noted, however, that the results of the epidemiological studies do not provide sufficient information on confounding factors.
","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1330-20-7,Xylene,Toxic to reproduction,Category 1B,,,,"Based on the evidence of weight reduction and hydrocephalus in foetuses at dosing levels not toxic to parent animals in mouse developmental toxicity tests, described in CERI-NITE Hazard Assessment (No. 62, 2004), EHC 190 (1997) and IRIS (2003).
","Mar. 23, 2006 (Environmental Hazards: May 24, 2006)"
1330-78-5,Tritolyl phosphate,Toxic to reproduction,Category 1B,Health Hazard,Danger,May damage fertility or the unborn child,"There is a description as follows in the study using rats of 6-18 day pregnancy, ""Although the death rate of mother animals increased at higher dose levels, no significant defference was observed in the development frequency of deformation"" (EHC 110 (1990)). Moreover,there is s description as follows in the study where preparation with o- isomer content rate of less than 9% was orally administered to rats, ""Dose independency was observed in the increase of sperm morphology abnormalities and the number of females giving birth to live pups markedly decreased. Although the number of child animals per litter and their survival capability decreased, no effect on the generation was observed (EHC 110 (1990)), and after thorough review of the primary literature (Toxicology, 46 (1987)), it was classified in Category 1B, since there is a description as follows, ""Neither of female and male parent animals showed clinical symptoms and body weight decrease."" ",2009.3.31
1335-31-5,dimercury dicyanide oxide,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since the effect on generating (California EPA, Proposition 65 List of Chemicals, 2005) and reproductive (ACGIH-TLV, 2004) was indicated as mercury and mercury compounds or inorganic mercuries, it was considered as Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1336-36-3,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"There is the description that there were the female reproductive toxicity such as menstrual irregularity, the decrease of reproductive potential of male, and fetal growth abnormality in the human exposure (CICAD 55 (2003), PATTY (4th, 1994), IARC 18 (1978), and ATSDR (2000)), it is classified into Category 1A.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1344-40-7,Lead phosphite dibasic,Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"Although there was no data on this substance, ACGIH-TLV (2005) and ATSDR (draft, 2005) of Priority 1 document, etc. state that lead (inorganic lead compound) indicates reproductive toxicity in humans. Thus, it was set as Category 1A.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
13463-39-3,Nickel carbonyl,Toxic to reproduction,Category 2,,,,"Based on the evidence of malformations (anophthalmia, microphthalmia, cystic lung, hydronephrosis, exencephalia, fused ribs and cleft palate), and hemorrhage in the chorionic cavity in teratogenicity tests on rats and guinea pigs, described in IARC 49 (1990) and EHC 108 (1990), and the absence of description of the effects on parent animals.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
13464-38-5,trisodium arsenate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although the knowledge of this product used as classification indicators was not found, in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001), and DFGOT vol.21 (2005), there was an opposite report. Since the reproductive and developmental toxicity knowledge by inorganic arsenic was indicated to laboratory animals, it was considered as Category 2.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
13494-80-9,tellurium,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there is malformation (hydrocephalia) of neonatal in the dose causing general toxicity to parent animals in feeding oral administration test from 6 to 15 days in pregnancy rat (HSDB (2005)), it is classified into the Category 2. In addition,there is an description that effect on child's nervous system (degeneration of the Schwann cell and myelin of the sciatic nerve and hypomyelination of optic nerve) are observed via breastmilk exposure in rat examination (PATTY (4th, 1994)).","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
13510-89-9,diantimony trilead octaoxide,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although there was no this product data, a lead (inorganic lead compound) reproductive toxicity was indicated to humans, it was set as Category 2 in ACGIH-TLV (2004) and ATSDR (draft, 2005), etc of Priority 1 document.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
137-26-8,Thiram,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There is a description that in inhalation exposure or oral administration examination using rats, reduced reproductive potential in male and female were observed with the dose occuring general toxicity (EHC 78 (1988) and IARC 53 (1991)). 
And although there is no description about general toxicity in parent animals, there is a description that the fetal malformation was observed in the art and mice pregnant administration examination. 
Therefore, it was classified into Category 2. 
","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
137-30-4,"Zinc bis(N,N'-dimethyldithiocarbamate)",Toxic to reproduction,Category 2,,,,"Based on the evidence of visceral anomalies in the pups at doses producing parental toxicity in rat teratogenicity studies, described in IARC 53 (1991).
","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
13838-16-9,enflurane,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since although there is no statement on parents' toxicity in mice, there is a statement that cleft palates and a few abnormalities of internal organs and scaffold on offsprings were observed (DFGOT vol.9 (1998)), there is a statement of a relationship between exposure to this substance and the increase in miscarriages and congenital anormaly in humans (SITTIG (4th, 2002)), it was classified into Category 2. 
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
139-65-1,"4,4'-thiodianiline",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,It was classified into category 2 according to the description that implantation decreased signifcantly in gastric administration to pregnant rats (DFGOTvol.4 (1992)).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-32-2,Butyl acrylate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there is the description that there is the embryonic lethality, the decreased neonatal weight and decrease of viable fetus in rat inhalation test at dose causing general toxicity to parent animals (SIDS (2002), ECETOC JACC 27 (1994)), and there is the description that there is the embryonic lethality, the decreased neonatal weight and teratogenicity in the mouse oral administration and inhalation test (SIDS (2002), ECETOC JACC 27 (1994), PATTY (5th, 2001)), it was classified into the Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-79-7,"3-Penten-2-one, 4-methyl-   (Mesityl oxide)",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Based on the discription although the toxicity to parent animals was unknown, delivery count is decreased (PATTY(5th, 2001) vol.6), it was considered as Category 2. .","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
14283-07-9,"lithium tetrafluoroborate, anhydrous",Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"Although there is no this product data, lithium is cited as a teratogen in ""Chemically Induced Birth Defects"" (reference-1 of a classifying guidelines). In ""Catalog of Teratogenic Agents"" (reference-2 of a classifying guidelines), plural cardiac abnormal deliveries of pregnants who take lithium are reported, suggesting teratogenicity in humans. It was set as Category 1A according to the opinion of a specialist.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
143-33-9,Sodium cyanide,Toxic to reproduction,Category 2,,,,"Based on the evidence of malformation of the foetuses in Golden Syrian hamster teratogenicity tests, described in CICAD 61 (2004), and the absence of description of the effects on parent animals.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
144-62-7,Oxalic acid,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since under the conditions the effect on parent animals is unknown, the reduction of the number of littermates was reported (PATTY (5th, 2001)), it is classified into the Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
14484-64-1,ferbam,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It was classified into Category 2 based on the description that it is observed malformation of offspring at dose causing general toxicity to maternal animal in pregnant rat oral administration test (EHC 78 (1988) and the DFGOT (vol.18, 2002)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
14720-53-7,lead metaborate,Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"Although there was no data on this substance, ACGIH-TLV (2005) and ATSDR (draft, 2005) of Priority 1 document, etc. state that lead (inorganic lead compound) indicates reproductive toxicity in humans. Thus, it was set as Category 1A.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
148-79-8,"2-(1,3-Thiazol-4-yl)-1H-benzoimidazole",Toxic to reproduction,Category 1B,Health Hazard,Danger,May damage fertility or the unborn child,"A primary document (Food Chem Toxicol.22 (1984)) of the study with mice published in JECFA (2001) was acquired for the thorough review and found a description as follows, ""Significant body weight reduction with fetuses, significant increase in external surface abnormalities such as cleft palates, significant decrease in the number of live fetuses and significant increase of skeletal abnormalities such as fusion of vertebral arch and vertebra were observed at the dose level where suppression of body weight, increase in weight of the liver, heart, lien and kidney can be observed."" For the reasons stated above, it was classified as Category 1B. ",2009.3.31
14857-34-2,ethoxydimethylsilane,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It was classified into Category 2 based on the description that in the rat 13-week repeted inhalation exposure test (2000 ppm, 6 hours/day and five days/week), the denaturation of testicular tubulus seminiferus contortus cell, disappearance of a spermatocyte, reduction of a sperm count, the reduction of sperm motility, and extension of the female estrous cycle were observed (ACGIH 7th, 2001).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
149-57-5,"Hexanoic acid, 2-ethyl-",Toxic to reproduction,Category 1B,Health Hazard,Danger,May damage fertility or the unborn child,"There was a description as follows in the study where it was orally administered in the form of drinking water as sodium salt in 100-600mg/kg to rats of 6-19 day pregnancy, "" Although decrease in mother animals' body weight was observed at a high dose level, there was no effect below that level, and abnormalities in the bone structure such as club fold, hyperdactylia and fibular deficiency were dose dependently observed among fetuses"" (Patty (5th, 2001)). When the primary literature of this study (Fundam. Appl. Toxicol. 19 (1992)) was thoroughly reviewed, there was a description as follows, ""Although the number of fetuses per litter whose bone structure deformation was observed dose dependently increased compared with the control group, clubbed feet are the most serious bone structure deformation, ""and NTP-CERHR (2000) describes as follows regarding this study, ""There was no deformation other than clubbed feet thet showed statistically significant increase. Wavy ribs as skeletal variants increased in all administered groups."" Furthermore, there is a description as follows in the study where it was administered in the form of drinking water as sodium salt in 100-600mg/kg to female rats from 2weeks before mating and during the periods of pregnancy and nursing and for 10 weeks to male rats before mating, ""Among females in the highest dose group effects were hardly observed other than decrease in food consumptions and body weight and no histopathological change was observed in males' epididymis, testis, prostate and seminal capsule and non-pregnant females' ovaria, uterus and vagina. When mating with males of the highest dose group, however, conception was delayed and the number of fetuses per litter decreased"" (Patty (5th, 2001)). For the reasons stated above, we classified it as Category 1B. Incidentally, there is a description as follows in Patty (5th, 2001) and ACGIH (7th, 2001), ""Although neither teratogenicity nor fetal toxicity was observed in (S) body, (R) body showed high rate of exencephalia expression and the racemic body showed effects of an intermediatary degree between the two""in the study that administered to mice respective sodium salt of (R) body, (S) body and the racemic body into the ventral cavity once in the daytime and once at night on the 7th and 8th days of pregnancy, which relates the difference of fetal toxicity levels with the fact that this substance is the racemic body.. EU Classification is Repr.Cat.3; R63 (EU-Annex I). ",2009.3.31
151-56-4,Aziridine,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It is reported in ACGIH (2001) about ""the effect to rat fetus and the decrease of pregnancy rate of dam animals under the condition that there were the reduced weight of the dam animals, and the effect to generative organ of father."" And they are considered as in the Category 2.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
155569-91-8,Emamectin benzoate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"In the two-generation reproduction examination and teratogenicity test using a rat, by medication of the dosage as which general toxicity is regarded in parent animals,  It was referred to as Category 2 based on the statement that decline in the pregnancy rate and a fertility of parent animals was seen, and the tremore, hindlimb disorder, and the inhibition of increase weight in a child animals, and the inhibition of increase weight, and skeletal deformity     were seen in fetus (Agricultural Chemical Registration Data).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-43-4,p-Phenetidine,Toxic to reproduction,Category 2,,,,"Based on the evidence of reduced fertility at doses causing parental toxicity, described in CERI Hazard Data 2000-25 (2001), Report by the Ministry of Health, Labour and Welfare (1994) and SIDS (1995).
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
15829-53-5,''mercurous oxide'',Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since the effect on generating (California EPA, Proposition 65 List of Chemicals, 2005) and reproductive (ACGIH-TLV, 2004) was indicated as mercury and mercury compounds or inorganic mercuries, it was considered as Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1600-27-7,Mercury diacetate,Toxic to reproduction,Category 2,,,,"Based on the evidence of adverse developmental effects on pups (though no data are available on maternal toxicity), described in ATSDR (1999), CICAD 50 (2003) and EHC 118 (1991).
As for the reproductive toxicity of inorganic mercury compounds, refer to ""ID285, Mercury Chloride (II), CAS 7487-94-7.""
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1615-80-1,"1,2-diethylhydrazine",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"The rat at 15 days from gestation was medicated and cancer (cranial nervous systems) was generated to child (IARC (4th.1974)). The effects on the embryo is also reported in the high-dose (RTECS (2000)). It was classified into ""Category 2 "" from these results.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
16219-75-3,"2-Norbornene, 5-ethylidene-",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there is the description that there is the effect to parent reproduction (testicular tissue disorder, ovarian dysfunction and the decrease of the implantation rate and of the delivery rate), and  the neonatal growth (the reduction of total delivery count, the number of the alive neonatal and the number of 4-day-long alive neonatal) with dose causing the general toxicity to parent animals (the Health, Labor and Welfare Ministry reports (2005), SIDS (2004), HSDB (2005)), it is classified into the Category 2","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
17068-86-9,calcium hexafluoroarsenate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There is no data of this product, but in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001), and DFGOT vol.21 (2005) there was an opposite report. Since the reproductive and developmental toxicity knowledge by inorganic arsenic was indicated in laboratory animals, it was considered as category 2.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1717-00-6,"1,1-Dichloro-1-fluoroethane; HCFC-141b",Toxic to reproduction,Category 2,,,,Based on the evidence of adverse effects on reproduction and development (including declined fertility and decreased postimplantation loss) at dosing levels toxic to parental animals.,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1746-01-6,"2,3,7,8-tetrachlorodibenzo[b,e][1,4]dioxin",Toxic to reproduction,Category 1B,Health hazard,Danger,May damage fertility or the undorn child ,"It was classified into Category 1B based on the description that reduced fertility potential was admitted in the rat fecundity study (IARC 69 (1997), ATSDR (1998), NTP TR209 (1982)), description that embryonic lethality effects, fetal malformation, and reduction of newborn baby's immunity and fertility potential, etc. were observed also in single exposure, and in the pregnant rat, mouse or hamster oral administration examination (IARC 69 (1997), ATSDR (1998), NTP TR209 (1982),) and description that fetotoxicity was observed at dose lower than causing maternal toxicity in the monkey oral administration examination (IARC 69 (1997) and ATSDR (1998)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1763-23-1,Perfluoro(octane-1-sulfonic acid),Toxic to reproduction,Category 1B,Health Hazard,Danger,May damage fertility or the unborn child,"There is a description as follows in the forced oral administration study with rabbits of 7-20 day pregnancy, ""10 out of 22 animals had miscarriage and significant low body weight of fetuses, sternebrae and delayed ossification were observed at the dose level where significant suppression of the body weight of mother animals was observed"" (MOE Risk Assessment Vol.6 (2008). When thorough review of the cited literature, Oral (Stomach Tube) Developmental Toxicity Study of PFOS in Rabbits. Protocol No. 418-012. Argus Research Laboratories, Inc. U.S.EPA AR226-0949. (1999) was performed, there was a description as follows, ""The miscarriage was dose dependent in high dose level groups and significantly so in the maximum dose level group. Breakdown of the 10 rabbits having miscarriage was 1 animal with 2.5mg/kg/day and 9 animals of the maximum dose level group with 3.75mg/kg/day."" Based on the above-mentioned, it was classified in Category 1B. ",2009.3.31
17804-35-2,Benomyl,Toxic to reproduction,Category 1B,Health hazard,Danger,May damage fertility or the undorn child ,"Since there was the increase of the average of appearance ratio of malformation per litter, and hydrocephalus in the dose no maternal toxicity in the 7-to-16-day-pregnant oral administration to rat (Agricultural-Chemicals abstracts), it is classified into Category 1B. Moreover, there is the description that there was malformation of embryo in the dose no general toxicity to maternal animals in pregnant rat and mouse administration test (JMPR (1995)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1806-26-4,p-Octylphenol,Toxic to reproduction,Category 2,,,,"Based on the description in CERI Hazard Data 2001-11 (2002): Adverse effects such as testis weight reduction are observed in offspring, though few descriptions are available regarding the general conditions of parental animals.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
18454-12-1,dilead chromate oxide,Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"Although there is no this product data, there is the description that a lead (inorganic lead compound) shows humans reproductive toxicity (ATSDR (draft, 2005), Chemically Induced Birth Defects (3rd ed, 2000)), and it was set as Category 1A due to the category of reproductive toxicity has been done also by ACGIH (ACGIH-TLV (2005)). In addition, also refer to potassium dichromate (ID 262, CAS: 7778-50-9) as reproductive toxicity of hexavalent chromium compounds.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1897-45-6,Tetrachloroisophthalonitrile,Toxic to reproduction,Category 2,,,,"Based on the evidence of increased early embryonic mortality at doses causing reduced parental body weight gains observed in rat teratogenicity studies (Agricultural Chemical Registration Data (1985)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1937-37-7,"Disodium 4-amino-3-[4'-(2,4-diaminophenylazo)-1,1'-biphenyl-4-ylazo]-5-hydroxy-6-phenylazo-2,7-naphthalenedisulfonate; C.I. Direct Black 38",Toxic to reproduction,Category 2,,,,"Based on the evidence of total resorptions observed at doses causing maternal death, described in IARC 29 (1982).
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
19783-14-3,lead hydroxide,Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"Although there was no data on this substance, ACGIH-TLV (2005) and ATSDR (draft, 2005) of Priority 1 document, etc. state that lead (inorganic lead compound) indicates reproductive toxicity in humans. Thus, it was set as Category 1A.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
2040-52-0,thorium dioxalate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although there is no this product data, ICSC (J) (1990) and SITTIG (4th, 2002) of Priority 2 document, describes that thorium or thorium compound as radioactive material that induce congenital anomaly is suggested (and PATTY (5th, 2001) also reports that incidence of congenital anomalies was high in the residents near the graveyard of a thorium content). So it was set as Category 2.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
20837-86-9,Lead cyanamidate,Toxic to reproduction,Category 1A,,,,"Based on expert judgment, given the fact that lead has been known to possess developmental neurotoxic and reproductive toxic potentials in humans.
As for the health hazards, refer to ""ID168, Lead, CAS: 7439-92-1,"" ""ID48, Lead Oxide (II); Litharge, CAS: 1317-36-8,"" and ""ID47, Lead Acetate (II), CAS: 301-04-2.""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2104-64-5,O-Ethyl O-4-nitrophenyl phenylphosphonothioate; EPN,Toxic to reproduction,Category 2,,,,Based on the evidence of decreased viability of F1 and F2 on lactation day 4 at doses that caused parental toxicity in 2-generation reproductive toxicity studies in rats (Agricultural Chemical Registration Data (1988)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21564-17-0,"2-[(Thiocyanatomethyl)sulfanyl]-1,3-benzothiazole",Toxic to reproduction,Category 2,Health Hazard,Warning,Suspected of damaging fertility or the unborn child ,"Because of a report that ""an increase in abnormalities such as fused/undulated ribs was observed in fetuses at doses at which toxic effects such as decreased weight gain manifested themselves in mother animals"" (CERI/NITE Hazard Assessment Report (2008)) in a reproductive toxicity study in rats, it was classified as Category 2. ",2009.3.31
21609-90-5,"O-4-Bromo-2,5-dichlorophenyl O-methyl phenylphosphorothioate",Toxic to reproduction,Category 1B,Health hazard,Danger,May damage fertility or the undorn child ,"In three-generation studies in rats of JMPR (WHO Pesticide Residues Series 5, 1975) of Priority 1 document, the survival rate of baby animals was significantly decreased at the dose (60ppm) which any specific toxicity was not observed in parent animals. So it was set as Category 1B.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21908-53-2,Mercury monoxide,Toxic to reproduction,Category 1B,,,,"Based on the evidence of malformation in offspring at non-maternally toxic doses, described in EHC 118 (1991).
As for the reproductive toxicity of inorganic mercury, refer to ""ID285, Mercury Chloride (II), CAS: 7487-94-7.""","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
22224-92-6,Fenamiphos,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It is not observed bad effect on reproductive potential and fetal development and teratogenicity in rat two-generation test or each administration test during premating to pregnant and lacting period or organogenetic period (PATTY (5th, 2001), JMPR 929 (1997)). However, since it is observed of skeletal malformation (sternal fusion) in rabbit organogenetic period administration test with dose causing general toxicity to maternal animals (ACGIH (2001), PATTY (5th, 2001)), it is classified into Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
